 Time Step, Mean Dist, StdDev Mean Dist, Mean Cluster Size, Mean SD Est, StdDev Mean SD Est
1113,26.057228,7.3067713,2.4444444,1.3111112,0.094280906
1114,26.61464,7.0612836,2.4444444,1.3111112,0.094280906
1115,26.166084,7.7863026,2.5,1.3333334,0.12963626
1116,26.12051,7.449212,2.5,1.35,0.10606602
1117,26.253153,7.162481,2.5,1.3333334,0.123320624
1118,26.341137,6.9180164,2.5,1.35,0.10606602
1119,27.135077,5.8792458,2.4444444,1.2666668,0.13872534
1120,27.043612,5.6089077,2.4444444,1.3111111,0.094280906
1121,26.980568,5.35517,2.4444444,1.3111111,0.094280906
1122,25.866869,5.6941934,2.5,1.35,0.10606602
1123,25.60071,5.4246907,2.5,1.35,0.10606602
1124,25.319187,5.389963,2.5,1.35,0.111535504
1125,25.35891,5.142481,2.5,1.3666668,0.08249579
1126,24.10387,5.4784513,2.5714285,1.4,0.12121831
1127,24.29545,5.207244,2.5714285,1.4,0.12121831
1128,24.640516,5.007721,2.5714285,1.4,0.12746915
1129,25.514008,6.2934756,2.5714285,1.4476191,0.13623486
1130,25.942709,6.0120187,2.5714285,1.4190476,0.07539882
1131,29.471045,8.040415,2.7142856,1.4857142,0.14274232
1132,30.622751,11.480466,3,1.6611112,0.19025391
1133,29.299696,10.345567,2.8333333,1.5888888,0.13510574
1134,29.743874,10.550493,2.8333333,1.5888888,0.13510574
1135,30.14045,10.807033,2.8333333,1.5888888,0.13510574
1136,30.112,10.824582,2.8333333,1.5888888,0.13510574
1137,30.328024,10.817929,2.8333333,1.5888888,0.13510574
1138,30.14503,10.5904455,2.8333333,1.5888888,0.13510574
1139,30.368042,10.312691,2.8333333,1.5888888,0.13510574
1140,31.446018,8.380357,2.7142856,1.4476191,0.17294778
1141,31.847507,7.8833995,2.7142856,1.4571428,0.13426447
1142,36.801975,7.384665,3,1.4166666,0.10463196
1143,31.609604,4.287202,2.5,1.2875001,0.14785534
1144,32.914913,6.3707213,2.625,1.3291667,0.09034717
1145,32.535896,6.721803,2.625,1.3625,0.083210684
1146,32.202343,7.052831,2.625,1.3625,0.083210684
1147,31.624008,7.4577894,2.625,1.3458333,0.10046528
1148,32.72135,8.454783,2.75,1.4041667,0.12570252
1149,32.32907,8.653329,2.75,1.4541667,0.10678092
1150,32.346996,7.887363,2.6666667,1.3888888,0.1184095
1151,31.426308,8.954208,2.75,1.4708333,0.0949958
1152,26.331934,5.495326,2.4444444,1.4000001,0.1831698
1153,27.805801,6.308345,2.5555556,1.3000001,0.09618727
1154,27.35457,6.3230553,2.5555556,1.3222222,0.07396505
1155,27.041645,6.3189173,2.5555556,1.3222222,0.07396505
1156,28.726065,9.106983,2.6666667,1.3740741,0.12634334
1157,33.2108,10.417979,3.125,1.4966667,0.1757178
1158,30.406334,9.114718,3,1.5375,0.12530726
1159,29.971655,8.796619,3,1.5541667,0.11352214
1160,29.657263,8.482241,3,1.5875,0.08995192
1161,29.99319,8.257597,3,1.5875,0.08995192
1162,30.169167,8.2297,3,1.5375,0.12530726
1163,27.03473,6.41933,2.6666667,1.4444444,0.14471756
1164,36.956257,18.175867,3.125,1.325,0.1301691
1165,37.15673,17.997746,3.125,1.35,0.1204662
1166,37.362236,17.803286,3.125,1.3166666,0.14403644
1167,38.14857,17.63202,3.125,1.3166666,0.14403644
1168,37.13207,16.67944,3,1.275,0.11341782
1169,28.000706,5.286328,2.5555556,1.3155556,0.09250101
1170,28.458591,5.182507,2.5555556,1.2622222,0.048056558
1171,25.235613,4.439233,2.3333333,1.2444444,0.06285394
1172,23.458313,2.5386095,2.2222223,1.1777778,0.03142697
1173,23.941557,3.1756551,2.375,1.2041667,0.06330619
1174,26.014864,5.7538147,2.5,1.2833333,0.1084658
1175,30.916403,7.504424,2.857143,1.3847618,0.15291117
1176,31.787672,7.5750003,2.857143,1.4380952,0.13190319
1177,32.674614,6.7754803,2.75,1.3491666,0.14186849
1178,33.206963,6.9787455,2.75,1.4158335,0.08360417
1179,33.83968,7.2414813,2.75,1.3866668,0.09512873
1180,34.29155,7.4973106,2.75,1.3366668,0.14512873
1181,34.891586,7.6924877,2.75,1.3866668,0.09512873
1182,35.633022,7.872642,2.75,1.3866668,0.09512873
1183,34.612488,7.2570953,2.625,1.345,0.0645101
1184,32.75003,5.05654,2.5714285,1.3657143,0.09046259
1185,34.63582,8.3216715,2.8333333,1.4155556,0.1184096
1186,33.09806,6.2779374,2.5714285,1.3619049,0.13254167
1187,34.72772,9.713014,2.7142856,1.4666666,0.12396091
1188,34.353233,9.888832,2.7142856,1.4476191,0.15621103
1189,31.54553,10.066327,2.6666667,1.4222221,0.13510574
1190,28.249994,6.98576,2.5,1.4111112,0.12570788
1191,30.340597,10.068471,2.6666667,1.4444443,0.17284834
1192,29.897459,9.989823,2.6666667,1.4666666,0.14142136
1193,33.085533,11.923531,2.8333333,1.5222222,0.19807714
1194,32.65681,11.648918,2.8333333,1.5666666,0.18856181
1195,32.21825,11.581322,2.8333333,1.5666666,0.18856181
1196,29.579185,7.2564225,2.6666667,1.4666667,0.14142136
1197,29.64152,7.2689376,2.6666667,1.4666667,0.14142136
1198,28.69584,8.734207,2.8,1.56,0.16970563
1199,28.91798,8.784354,2.8,1.56,0.16970563
1200,25.787373,6.481417,2.6,1.52,0.1931371
1201,28.870861,10.016457,2.8,1.5,0.16639194
1202,29.550293,9.455015,2.8,1.5866667,0.10555835
1203,31.098145,7.573929,2.6666667,1.35,0.16380712
1204,34.411625,8.955787,2.8333333,1.3444444,0.08238015
1205,36.584072,10.383676,3,1.3277777,0.123086095
1206,36.990677,9.4505005,3,1.4555556,0.07415817
1207,34.060802,10.538288,3.25,1.6583334,0.15694794
1208,33.721893,9.509737,3.25,1.6916667,0.1333777
1209,29.067942,3.44885,2.4285715,1.2142857,0.2303301
1210,28.794453,3.0820153,2.4285715,1.2428571,0.014285718
1211,28.54181,2.9369514,2.4285715,1.2428571,0.014285718
1212,26.899273,3.78665,2.2857144,1.2285715,0.040406104
1213,52.719345,28.349695,2.8333333,1.2148148,0.17666422
1214,52.741318,28.531588,2.8333333,1.2333333,0.1859182
1215,48.240753,28.518055,3.2,1.2666667,0.22401436
1216,59.694702,27.809631,4,1.2681482,0.33631074
1217,34.294533,9.732557,2.857143,1.3552381,0.10377411
1218,34.25356,9.527499,3,1.3523809,0.10895725
1219,35.472313,8.968605,3.142857,1.3809525,0.15818414
1220,34.4387,7.763261,3,1.3619049,0.0850758
1221,34.31904,7.289422,3,1.3619049,0.0850758
1222,29.93253,5.5160923,2.625,1.3166667,0.1074958
1223,26.256872,4.507462,2.4444444,1.1962962,0.09745819
1224,27.384096,5.9594035,2.5555556,1.2814815,0.11287434
1225,28.09548,7.11459,2.6666667,1.4148148,0.15778619
1226,29.939493,8.992476,2.7777777,1.5111111,0.17387575
1227,29.394344,9.330663,2.7777777,1.5555556,0.14244878
1228,29.467445,9.189577,2.7777777,1.5703703,0.121497475
1229,29.490261,9.146854,2.7777777,1.5703703,0.121497475
1230,29.89587,8.842663,2.7777777,1.5703703,0.121497475
1231,34.508205,8.53257,3.125,1.6516668,0.113576755
1232,36.087425,8.305544,3.4285715,1.7733334,0.20494506
1233,35.902878,8.525748,3.4285715,1.7466667,0.11287798
1234,31.953753,9.359436,3.142857,1.6666667,0.18904604
1235,31.567518,9.469457,3.142857,1.7380953,0.13814978
1236,29.604883,8.858092,3,1.752381,0.1723719
1237,32.011078,10.556342,3.142857,1.8095238,0.25621113
1238,31.015009,10.235845,3,1.7285715,0.19544907
1239,31.291826,9.559853,3,1.6142857,0.16407546
1240,33.533443,10.705119,3.142857,1.6285715,0.13795507
1241,34.51098,11.017616,3.142857,1.6571429,0.10938364
1242,35.403557,11.102275,3.142857,1.6571429,0.10938364
1243,29.915422,6.112081,2.857143,1.5428572,0.085714296
1244,27.377129,3.2854862,2.5,1.3375,0.012500003
1245,27.16049,3.6573217,2.5714285,1.3857143,0.014285718
1246,42.342865,18.76729,2.857143,1.3047619,0.10178888
1247,43.134636,18.961239,2.857143,1.2952381,0.13611922
1248,41.27682,17.597738,2.7142856,1.2095239,0.0957131
1249,41.63769,17.676327,2.7142856,1.247619,0.1138882
1250,42.280914,17.837797,2.7142856,1.2571429,0.11895235
1251,42.737812,17.953455,2.7142856,1.2380953,0.13242105
1252,43.229427,18.0619,2.7142856,1.1999999,0.15935846
1253,43.854317,18.2095,2.7142856,1.1999999,0.15935846
1254,50.35433,26.233084,2.8333333,1.2333333,0.1859182
1255,27.437283,3.0639179,2.2857144,1.247619,0.06734351
1256,23.493431,1.400751,2.1666667,1.1666666,0
1257,23.273392,1.2708907,2.1666667,1.1666666,0
1258,23.481812,1.0429658,2.1666667,1.1666666,0
1259,26.051128,0.6861367,2.125,1.025,0.1
1260,25.250336,0.62386537,2.125,1.125,0
1261,24.803307,0.5690386,2.125,1.125,0
1262,24.535334,0.58266413,2.125,1.125,0
1263,24.46154,0.5587214,2.125,1.125,0
1264,24.24257,0.5551698,2.125,1.125,0
1265,23.825726,0.5628805,2.125,1.125,0
1266,23.562853,0.6166593,2.125,1.125,0
1267,27.44393,5.262562,2.375,1.1916666,0.07071069
1268,27.026985,5.3346567,2.375,1.275,0.07071068
1269,26.529501,5.402949,2.375,1.275,0.07071068
1270,29.20125,7.419938,2.7142856,1.36,0.13183467
1271,28.585083,7.249055,2.7142856,1.352381,0.11037918
1272,28.973341,6.2646976,2.625,1.2416667,0.17015201
1273,27.031435,5.09052,2.5,1.2541666,0.089804746
1274,29.253908,6.680184,2.625,1.325,0.11311442
1275,30.348808,10.076165,2.75,1.4166666,0.19069083
1276,27.796198,6.397634,2.625,1.425,0.12489953
1277,27.095385,6.3071375,2.625,1.4416666,0.101329304
1278,26.616497,6.1864176,2.625,1.4333334,0.10569629
1279,26.226395,6.0351615,2.625,1.4125,0.047855344
1280,26.037508,5.948346,2.625,1.4125,0.047855344
1281,23.454685,3.309815,2.5,1.4291667,0.07795086
1282,23.12299,3.584321,2.5,1.4166667,0.030618625
1283,23.007797,3.9694457,2.5,1.4166667,0.030618625
1284,23.028889,4.318624,2.5,1.4166667,0.030618625
1285,23.39681,4.99027,2.5,1.4166667,0.030618625
1286,24.037903,5.1248055,2.5,1.4166667,0.030618625
1287,25.054216,5.003195,2.5,1.4166667,0.030618625
1288,25.036722,5.530789,2.5714285,1.4761906,0.034992713
1289,25.989384,5.623774,2.5714285,1.4761906,0.034992713
1290,26.739399,5.7191453,2.5714285,1.4380953,0.04846142
1291,25.430882,4.1150446,2.4285715,1.3333333,0.10774962
1292,26.443832,4.381702,2.4285715,1.3142856,0.08081221
1293,27.221876,4.670924,2.4285715,1.2571428,0.13795507
1294,28.025698,4.9433413,2.4285715,1.3142856,0.08081221
1295,26.994873,3.6969028,2.2857144,1.2857143,0.09754896
1296,27.389725,3.9708066,2.2857144,1.2285715,0.040406104
1297,25.021292,1.1564615,2.142857,1.1999999,0.05714286
1298,25.34236,1.1870949,2.142857,1.1428572,0
1299,27.235996,1.7206172,2.2857144,1.1333333,0.011664233
1300,43.275234,14.132278,2.8333333,1.2422222,0.14538743
1301,48.350483,19.166557,3.2,1.2986667,0.21627755
1302,48.549904,18.964382,3.2,1.2986667,0.21627755
1303,41.871605,14.897324,2.6666667,1.3155557,0.2909706
1304,41.714336,14.901985,2.6666667,1.16,0.16144997
1305,29.53211,5.5316525,2.6,1.3466667,0.110728815
1306,30.050238,4.2920547,2.5,1.2555555,0.15463196
1307,29.781717,3.9154093,2.5,1.3666668,0.0722518
1308,29.642588,3.5174677,2.5,1.4,0.040824838
1309,28.467716,3.7930608,2.6,1.5266666,0.03333335
1310,29.049038,4.020299,2.6,1.48,0.028284278
1311,29.546707,3.8678684,2.6,1.4733334,0.02
1312,30.164856,3.9809222,2.6,1.4666667,0.0489898
1313,30.76975,4.21223,2.6,1.4666667,0.0489898
1314,31.911348,3.711938,2.5,1.3222222,0.1074915
1315,32.220306,3.8602445,2.5,1.388889,0.040824834
1316,31.618027,4.7962136,2.6,1.4666667,0.0489898
1317,32.99624,5.42658,2.8,1.48,0.067845985
1318,32.220947,6.8021593,3,1.7333333,0.13194793
1319,32.60298,4.5650754,2.6666667,1.3555555,0.22129864
1320,31.716116,4.4548345,2.6666667,1.4888889,0.08796529
1321,30.911942,4.358015,2.6666667,1.4888889,0.08796529
1322,30.79017,3.67597,2.5714285,1.3619049,0.13254167
1323,30.330267,3.1176195,2.5,1.35,0.10418885
1324,29.255026,3.1537023,2.5,1.4166667,0.030618625
1325,28.254452,3.3313491,2.5,1.4166667,0.030618625
1326,25.845947,3.3862543,2.375,1.3916667,0.08249579
1327,24.711731,3.7499504,2.375,1.325,0.03535534
1328,25.00426,3.6515656,2.3333333,1.2444445,0.075871415
1329,25.456932,4.4393916,2.4444444,1.3111111,0.097334586
1330,24.49189,4.5516148,2.4444444,1.3555555,0.06285394
1331,23.557266,4.723636,2.4444444,1.3555555,0.06285394
1332,27.446877,7.2796526,2.75,1.45,0.11023916
1333,27.475834,7.3606467,2.75,1.4875001,0.083210684
1334,24.275776,5.213327,2.625,1.4625001,0.097855344
1335,24.17936,5.2826805,2.625,1.3791667,0.05964046
1336,24.216993,5.3744426,2.625,1.3625001,0.083210684
1337,24.442139,5.479112,2.625,1.3625001,0.083210684
1338,26.861006,8.844653,2.75,1.3708334,0.0949958
1339,27.4845,9.325987,2.75,1.4375001,0.11856602
1340,28.796316,8.684787,2.6666667,1.3592594,0.15569785
1341,34.863655,12.307505,3.125,1.5375001,0.14466017
1342,35.096924,12.3405695,3.125,1.5791669,0.11195645
1343,33.560287,8.628773,3,1.5541668,0.1266011
1344,33.80487,8.506706,3,1.5041668,0.0766011
1345,34.03826,8.345354,3,1.5250001,0.083406284
1346,32.48659,6.865588,2.875,1.5450001,0.10387693
1347,32.32197,7.663018,3,1.6685715,0.11509793
1348,32.4327,7.494765,3,1.6685715,0.11509793
1349,31.143955,6.776863,2.857143,1.5942857,0.059068892
1350,28.252075,4.731131,2.7142856,1.5238096,0.13132243
1351,27.847914,4.753138,2.7142856,1.5238096,0.01703672
1352,29.088026,8.810864,2.857143,1.5904762,0.084380224
1353,30.892883,11.326393,3,1.6380951,0.11916416
1354,30.87563,11.269182,3,1.6428573,0.12165846
1355,30.950708,11.140259,3,1.6428573,0.12165846
1356,34.2772,12.991972,3.142857,1.6904763,0.17022054
1357,31.527927,9.76317,3,1.6428573,0.12165846
1358,30.786459,9.848528,3,1.6428573,0.12165846
1359,34.387775,8.55993,3.5,1.5472223,0.19263516
1360,33.737064,8.753977,3.5,1.5472223,0.16327332
1361,33.365696,9.065816,3.5,1.5472223,0.16327332
1362,33.295303,9.4847,3.5,1.5833334,0.14932841
1363,33.004826,9.774053,3.5,1.6194445,0.10305885
1364,34.52529,13.053482,4,1.85,0.19531481
1365,34.138374,13.321274,4,1.9833333,0.09553728
1366,34.34178,13.929151,4,1.9833333,0.09553728
1367,26.426828,6.35219,3.1666667,1.8518518,0.077537715
1368,32.631275,9.452194,3.5,1.6305555,0.13304335
1369,32.65402,9.472093,3.5,1.7055556,0.08532441
1370,28.078554,5.55687,3,1.6095238,0.10774962
1371,29.671116,6.725404,3.142857,1.6000001,0.09054359
1372,32.318058,9.9790125,3.2857144,1.6612244,0.14761928
1373,32.67951,10.365561,3.2857144,1.7333335,0.13420382
1374,33.175682,10.780356,3.2857144,1.6462585,0.10747332
1375,33.797924,11.260414,3.2857144,1.6163266,0.14896809
1376,43.130615,15.514736,4,1.6190476,0.12665564
1377,57.39592,34.229023,4,1.4703703,0.3118709
1378,47.26051,22.455048,3.6666667,1.4376544,0.1460786
1379,49.78649,27.142029,4,1.5251852,0.17529431
1380,49.585735,27.330425,4,1.5251852,0.17529431
1381,49.66369,27.451916,4,1.5459259,0.1839164
1382,51.91267,28.31336,4.2,1.5903704,0.25091037
1383,42.054672,11.472093,4,1.7299999,0.14163812
1384,42.223366,11.767233,4,1.8016666,0.16672811
1385,42.67962,12.164563,4,1.85,0.16645773
1386,37.42,9.177154,3.3333333,1.588889,0.25157094
1387,34.325623,10.290069,2.857143,1.6133333,0.18728027
1388,34.627945,11.946693,3,1.64,0.16636574
1389,39.661842,11.901649,3.6,1.575,0.24265544
1390,39.359005,10.247111,3.3333333,1.4305557,0.27174577
1391,39.744633,10.61336,3.3333333,1.4972223,0.20507908
1392,40.042004,10.920154,3.3333333,1.5452777,0.16909705
1393,41.701527,12.348592,3.5,1.5901235,0.18862647
1394,38.089832,8.865225,3.1666667,1.6022223,0.1664883
1395,36.600803,5.656589,3,1.4114287,0.22081594
1396,35.688812,5.67551,3,1.4304762,0.07959284
1397,45.991978,15.619663,3.5,1.4111112,0.20466764
1398,45.45344,15.879525,3.5,1.3877778,0.19475107
1399,46.87741,19.373459,3.8,1.4653333,0.23370127
1400,33.060013,6.943422,3.1666667,1.3986111,0.13491642
1401,28.700531,3.1440818,3,1.3513889,0.029885327
1402,28.670156,2.6166184,2.857143,1.2440478,0.08275885
1403,27.90221,2.5327027,2.857143,1.3011905,0.025615994
1404,28.630894,2.1384494,2.75,1.1739583,0.08918384
1405,26.011196,2.6115003,2.4444444,1.3466667,0.045022532
1406,27.332169,4.295435,2.5555556,1.325926,0.052795514
1407,26.4874,4.181299,2.5555556,1.3333334,0.040467337
1408,25.76153,4.0939693,2.5555556,1.3748147,0.05594355
1409,26.388058,3.6442962,2.5,1.2653334,0.08258112
1410,26.284191,3.6288047,2.5,1.3,0.036420602
1411,26.335392,3.629193,2.5,1.3,0.036420602
1412,26.29342,3.6304612,2.5,1.3,0.036420602
1413,28.295324,5.6720667,2.6,1.3166667,0.05921319
1414,29.306183,5.770711,2.7,1.3522222,0.1086245
1415,29.820938,5.891728,2.7,1.3466667,0.082978174
1416,29.814592,6.744961,2.7777777,1.3777778,0.10370103
1417,32.701916,6.5893903,3.125,1.302,0.087047815
1418,33.46604,6.5864687,3.125,1.3163333,0.11919314
1419,32.200077,3.2876928,3,1.2888334,0.1430951
1420,32.699738,3.410405,3,1.2388333,0.093095094
1421,55.943237,30.68514,3.6666667,1.2375926,0.21336508
1422,56.075195,30.643133,3.6666667,1.2394444,0.21476203
1423,42.459633,23.380396,2.875,1.2666667,0.22591475
1424,27.98284,5.654204,2.857143,1.3986394,0.09192746
1425,26.801664,4.7753763,2.7142856,1.4126985,0.07836884
1426,26.453934,4.721919,2.7142856,1.4142857,0.07996146
1427,26.206678,4.78676,2.7142856,1.4895239,0.06170198
1428,26.787718,4.8591385,2.7142856,1.5044445,0.058322243
1429,25.627398,5.743156,2.8333333,1.5885185,0.06804261
1430,25.78311,5.4125905,2.8333333,1.5885185,0.06804261
1431,25.982025,5.214799,2.8333333,1.6155556,0.07536649
1432,22.389694,2.5497015,2.6666667,1.567037,0.09434552
1433,26.289114,6.1160116,3,1.6106666,0.12396479
1434,27.400867,6.057354,3,1.6168888,0.098071195
1435,28.473886,6.1587114,3,1.5044444,0.1831572
1436,29.55663,6.292102,3,1.4866667,0.16752401
1437,25.190237,4.290905,2.4285715,1.3904762,0.17373946
1438,25.186201,4.4759936,2.4285715,1.3380953,0.045168005
1439,29.931091,4.4862394,2.8333333,1.3855556,0.044107724
1440,29.744074,4.412531,2.8333333,1.4166666,0.14210582
1441,29.564674,4.304834,2.8333333,1.5188888,0.067777805
1442,29.56694,4.189451,2.8333333,1.5188888,0.067777805
1443,29.718307,4.00427,2.8333333,1.5188888,0.067777805
1444,25.108936,3.9092116,2.4285715,1.3571428,0.10573644
1445,26.226181,3.4572845,2.375,1.2458334,0.094403565
1446,24.792665,4.0122533,2.4285715,1.3333334,0.034992713
1447,35.08472,5.5461135,2.857143,1.3314286,0.18861632
1448,43.947746,14.10123,3,1.4019048,0.20096993
1449,44.50684,16.391592,3.1666667,1.4377779,0.18132615
1450,43.710022,16.222967,3.1666667,1.4377779,0.18132615
1451,44.271996,19.51756,3.4,1.5253334,0.22634253
1452,40.71406,13.9936495,3,1.3257143,0.23073266
1453,28.882889,5.063414,2.7142856,1.5390476,0.034849606
1454,29.60255,5.701791,2.857143,1.627619,0.10493135
1455,27.80214,6.7446074,3,1.7288889,0.06576922
1456,26.753555,6.7014966,3,1.7288889,0.06576922
1457,26.028528,6.6025815,3,1.7288889,0.06576922
1458,25.721153,6.737095,3,1.7288889,0.06576922
1459,25.304672,6.685966,3,1.7288889,0.06576922
1460,25.084124,6.748697,3,1.7288889,0.06576922
1461,25.013384,6.8208976,3,1.7144445,0.099205814
1462,25.392609,6.8054748,3,1.7166667,0.047653962
1463,25.887733,6.7248597,3,1.7166667,0.047653962
1464,26.448862,6.8710785,3,1.7166667,0.047653962
1465,27.009117,7.0543857,3,1.7166667,0.047653962
1466,54.077705,30.055681,3,1.4174603,0.27672765
1467,45.088177,20.943052,2.875,1.3625001,0.18670174
1468,45.301273,21.05813,2.875,1.3791667,0.16027199
1469,54.99111,29.734106,3,1.4333334,0.18316798
1470,31.021564,5.5041804,2.75,1.3241667,0.12489697
1471,32.4531,8.081783,2.875,1.3825,0.08668208
1472,32.02874,8.792028,2.875,1.4491668,0.110252306
1473,31.613466,9.348447,2.875,1.4200001,0.10709664
1474,31.786255,8.782328,2.7777777,1.3214815,0.15114453
1475,30.082973,9.35043,2.7777777,1.5037036,0.1617315
1476,28.620924,6.622892,2.6666667,1.4481481,0.11419908
1477,28.80556,6.851488,2.6666667,1.4037037,0.06975464
1478,29.216288,7.146858,2.6666667,1.4037037,0.06975464
1479,29.850277,7.650089,2.6666667,1.4037037,0.06975464
1480,30.068558,9.099676,2.75,1.4541667,0.07847397
1481,29.670734,7.638585,2.625,1.4291667,0.07142557
1482,31.23072,7.203452,2.5555556,1.3222222,0.086982526
1483,31.629871,8.390707,2.625,1.3791667,0.05964046
1484,30.742785,9.174003,2.5714285,1.3999999,0.12121831
1485,28.30152,6.3970537,2.4285715,1.3714286,0.13795507
1486,28.247221,7.8106704,2.5,1.3666667,0.094280906
1487,32.415806,9.519513,2.6666667,1.3333334,0.09984509
1488,33.554977,9.464017,2.6666667,1.3833333,0.06380712
1489,34.696163,9.262918,2.6666667,1.3833333,0.06380712
1490,28.400532,1.0524824,2.125,1.175,0.15
1491,27.496181,1.1773529,2.142857,1.1428572,0
1492,29.325481,5.1565614,2.2857144,1.1904762,0.04856209
1493,28.871937,5.050537,2.2857144,1.2285715,0.040406104
1494,30.354807,6.6176944,2.4285715,1.2380953,0.08849899
1495,29.663696,6.2537503,2.4285715,1.2761905,0.07539882
1496,29.251293,5.979354,2.4285715,1.2761905,0.07539882
1497,29.255968,5.5883527,2.5714285,1.2619048,0.15440556
1498,33.75375,8.079193,3,1.3870372,0.15993214
1499,32.642246,7.833631,3,1.401852,0.15851547
1500,31.48929,7.5600624,3,1.401852,0.15851547
1501,30.687227,7.2764783,3,1.401852,0.15851547
1502,30.958567,5.9303126,2.857143,1.2873017,0.19301327
1503,30.80154,5.5850997,2.857143,1.3444445,0.13587041
1504,30.3076,6.1252003,3,1.3796297,0.13200544
1505,30.214188,5.78647,3,1.4074074,0.11273775
1506,30.209404,5.480573,3,1.4629631,0.12034514
1507,30.819881,4.4762483,2.857143,1.3873016,0.118782505
1508,30.624514,4.3352695,2.857143,1.4444445,0.061639644
1509,30.64985,4.2812457,2.857143,1.4444445,0.061639644
1510,29.863523,2.8028095,2.625,1.3416667,0.09944133
1511,46.54383,9.632921,3.8,1.2775757,0.112106465
1512,46.822426,9.6832485,3.8,1.3224243,0.082156435
1513,49.81604,10.642361,4,1.4266667,0.13
1514,47.406963,8.575205,3.6,1.2373334,0.16616264
1515,50.598644,10.582399,3.8,1.3306668,0.10501883
1516,51.538673,10.718065,3.8,1.4373333,0.14273119
1517,52.539375,10.91158,3.8,1.4373333,0.14273119
1518,32.535847,6.1161184,3,1.5238096,0.14014074
1519,32.617188,6.113528,3,1.6206349,0.07404042
1520,33.120136,5.3055925,2.875,1.4930556,0.11478537
1521,32.68107,6.0943785,3,1.5777779,0.093674265
1522,29.329319,7.096569,2.625,1.5791667,0.18582495
1523,26.594538,4.755646,2.5,1.4291667,0.12553722
1524,26.682129,4.3085346,2.4444444,1.2370371,0.1475324
1525,25.918325,4.3362226,2.4444444,1.3222222,0.08916201
1526,26.24126,3.9244018,2.4,1.25,0.1202458
1527,25.556683,3.8646393,2.4,1.29,0.08024581
1528,25.1273,3.8849607,2.4,1.29,0.08024581
1529,27.695765,6.2662296,2.875,1.3160715,0.15374756
1530,26.987722,6.843981,2.75,1.2666667,0.11785114
1531,27.216,7.2017183,2.75,1.1785715,0.056180168
1532,28.727308,7.5521674,2.75,1.1785715,0.056180168
1533,25.798697,6.0031767,2.4444444,1.1600001,0.048056558
1534,27.093271,4.87529,2.4444444,1.2103704,0.11909429
1535,28.733786,4.425321,2.4,1.136,0.091608085
1536,30.686941,7.265172,2.5,1.1826667,0.06103617
1537,31.726982,6.5065722,2.4545455,1.1781819,0.10899305
1538,34.877743,7.15331,2.6,1.2160001,0.08323087
1539,40.104355,11.410727,3,1.3825002,0.10762873
1540,39.031223,13.301412,3,1.3700001,0.12725158
1541,38.810123,14.495959,3.142857,1.4457144,0.13551283
1542,34.502754,12.371596,2.875,1.3783333,0.10120408
1543,34.135727,11.663458,2.875,1.445,0.12477431
1544,55.88864,33.49935,4,1.4587654,0.23651575
1545,31.915249,10.120265,2.875,1.445,0.12477431
1546,45.627674,25.864672,3.4285715,1.3767196,0.22161925
1547,45.308327,25.289846,3.4285715,1.3809522,0.22290477
1548,29.441183,7.9722824,2.75,1.42,0.1852208
1549,26.737629,6.252831,2.857143,1.3346939,0.20229141
1550,29.675943,6.9461975,2.875,1.1869049,0.12827545
1551,25.773567,4.574289,2.5555556,1.3333334,0.07856742
1552,29.01102,7.323046,2.7777777,1.3703704,0.09955361
1553,29.042728,6.945276,2.7777777,1.5037037,0.16065067
1554,31.7305,7.966547,2.8888888,1.588889,0.20018381
1555,31.650204,7.7820935,2.8888888,1.5962963,0.15226275
1556,31.418524,8.978411,3,1.6000001,0.19510485
1557,31.531963,9.094581,3,1.5250001,0.13106602
1558,30.152199,8.441335,2.875,1.5000001,0.14571069
1559,25.427248,6.4029675,2.5555556,1.3222222,0.07396505
1560,25.904182,6.4755,2.5555556,1.3222222,0.07396505
1561,26.52894,6.288448,2.5555556,1.3222222,0.07396505
1562,22.985905,4.6309643,2.3,1.26,0.09656855
1563,23.992435,3.727216,2.3,1.1666667,0.037712365
1564,21.913633,2.2630205,2.2,1.2,0.06828427
1565,21.869364,2.230864,2.2,1.12,0.06828427
1566,20.082329,2.487626,2.2222223,1.1777778,0.03142697
1567,19.827707,2.4877107,2.2222223,1.2074075,0.02095131
1568,19.542955,2.6076865,2.2222223,1.2222222,0
1569,19.415802,2.7469726,2.2222223,1.2222222,0
1570,19.108784,2.8693764,2.2222223,1.1777778,0.03142697
1571,20.755436,2.6718962,2.2,1.1200001,0.06828427
1572,22.651125,5.103709,2.3,1.1666666,0.037712365
1573,22.848974,5.184065,2.3,1.22,0.056568544
1574,23.138363,5.2912498,2.3,1.22,0.056568544
1575,23.77623,5.363367,2.3,1.22,0.056568544
1576,24.135569,5.420731,2.3,1.22,0.056568544
1577,24.769627,5.377349,2.3,1.22,0.056568544
1578,24.454866,4.3200455,2.3333333,1.2888889,0.09656018
1579,24.872332,4.059472,2.3333333,1.2592593,0.027216556
1580,24.99832,3.7381597,2.3333333,1.2592593,0.027216556
1581,25.303284,3.3806775,2.3333333,1.2592593,0.027216556
1582,27.460922,5.707306,2.4444444,1.2666667,0.037692215
1583,27.69083,5.467577,2.4444444,1.325926,0.058643527
1584,28.0762,5.131979,2.4444444,1.2814815,0.0900705
1585,28.477486,4.775661,2.4444444,1.2814815,0.0900705
