 Time Step, Mean Dist, StdDev Mean Dist, Mean Cluster Size, Mean SD Est, StdDev Mean SD Est
1296,22.85197,2.2912686,2.4444444,1.4000001,0.03142697
1297,22.773766,2.2758784,2.4444444,1.4000001,0.03142697
1298,22.665016,2.169193,2.4444444,1.4000001,0.03142697
1299,24.097187,1.9127159,2.4,1.3233334,0.06218951
1300,25.45016,3.4592369,2.5,1.3399999,0.032659866
1301,25.604736,3.5305748,2.5,1.3426666,0.028782716
1302,25.833984,3.5914536,2.5,1.3266666,0.025647182
1303,26.022644,3.681024,2.5,1.2866666,0.053931452
1304,25.336971,4.2027664,2.5555556,1.3185185,0.059923835
1305,25.89112,4.32831,2.5555556,1.282963,0.08311871
1306,28.071175,6.4625244,2.6666667,1.2066667,0.08138989
1307,27.435781,7.206545,2.75,1.2575,0.06656363
1308,27.694412,7.2269163,2.75,1.2575,0.06656363
1309,28.124613,7.225588,2.75,1.2575,0.06656363
1310,26.703897,6.6014147,2.7142856,1.28,0.1021931
1311,27.351786,6.5448413,2.7142856,1.28,0.1021931
1312,28.131369,6.4743857,2.7142856,1.28,0.1021931
1313,27.965134,7.4799695,2.8333333,1.3488889,0.1035118
1314,28.690859,7.4181027,2.8333333,1.3933333,0.07208484
1315,33.12418,9.914781,3,1.4711112,0.15065227
1316,33.715076,9.835087,3,1.4933333,0.119225286
1317,34.20552,9.640797,3,1.4933333,0.119225286
1318,34.823704,9.54666,3,1.4933333,0.119225286
1319,35.37998,9.506572,3,1.4933333,0.119225286
1320,36.030853,9.430697,3,1.4933333,0.12651794
1321,36.667778,11.31632,3.2,1.6719999,0.0865018
1322,31.685163,7.283274,2.6666667,1.5333333,0.094280906
1323,32.297375,5.9208817,2.5714285,1.4,0.13795507
1324,32.441387,5.6911435,2.5714285,1.4571428,0.08081221
1325,33.761547,7.319035,2.5714285,1.3999999,0.19967641
1326,35.80485,8.106049,2.7142856,1.3428571,0.17294778
1327,36.29819,9.535636,3,1.5166668,0.18295582
1328,39.838245,6.8858767,3.142857,1.3210886,0.26137364
1329,38.429653,6.7029624,3.142857,1.4952382,0.11822099
1330,36.931953,8.285277,3.142857,1.4761904,0.14842644
1331,35.645164,7.859072,3.142857,1.4952382,0.11822099
1332,34.468113,7.450782,3.142857,1.4952382,0.11822099
1333,33.4365,7.0587645,3.142857,1.5142858,0.10475229
1334,32.55624,6.8657823,3.142857,1.5523809,0.077814884
1335,27.938774,5.361189,2.6666667,1.4777778,0.11379524
1336,27.274334,5.1415243,2.6666667,1.5481483,0.058643527
1337,30.894657,5.468597,3,1.4952381,0.070670575
1338,26.969666,4.6980624,2.6666667,1.5481483,0.0900705
1339,26.936752,4.827159,2.6666667,1.5037037,0.0900705
1340,25.27323,3.9222772,2.5555556,1.4370371,0.058643527
1341,25.476841,3.6242666,2.5555556,1.4370371,0.058643527
1342,24.850576,3.961557,2.625,1.5250001,0.054188848
1343,29.059238,8.955717,2.875,1.5749999,0.08331666
1344,31.055618,8.187115,3,1.6041666,0.12168592
1345,30.662094,8.988611,3.142857,1.7095238,0.064523034
1346,30.704565,8.568247,3.142857,1.6809524,0.06584968
1347,30.864107,8.140586,3.142857,1.6619047,0.09278708
1348,31.203272,7.781474,3.142857,1.6619047,0.09278708
1349,27.299019,5.8058543,2.75,1.5916667,0.1686887
1350,24.490341,4.960845,2.7142856,1.4761906,0.038095254
1351,24.656515,4.9072037,2.7142856,1.4761906,0.038095254
1352,24.640865,4.8877444,2.7142856,1.4761906,0.038095254
1353,20.202646,1.7206523,2.4285715,1.4333334,0.0809524
1354,20.825438,1.606562,2.4285715,1.3761904,0.023809535
1355,21.575394,1.4865589,2.4285715,1.3761904,0.023809535
1356,22.524775,1.4467545,2.4285715,1.3761904,0.023809535
1357,24.793571,1.2793243,2.375,1.2791667,0.07083334
1358,26.68431,2.17379,2.5,1.3333334,0.083925575
1359,27.37844,2.2570953,2.5,1.2916667,0.047140457
1360,25.603546,1.25965,2.375,1.25,0.08535534
1361,26.13619,1.3079184,2.375,1.1875,0.047855336
1362,26.803282,1.3646865,2.375,1.1625,0.047855344
1363,26.736317,2.5102057,2.25,1.15,0.07071068
1364,26.13515,2.9575725,2.2857144,1.1714286,0.08706305
1365,29.113901,5.830014,2.4285715,1.2571428,0.10212745
1366,29.748386,3.5464485,2.5,1.2791667,0.13698204
1367,30.731792,2.9529681,2.625,1.315,0.11535534
1368,30.706013,3.1641839,2.625,1.3416667,0.08479667
1369,30.640568,3.3894038,2.625,1.3416667,0.08479667
1370,29.074986,3.4909184,2.5,1.3708334,0.08587349
1371,28.219067,4.0846887,2.5714285,1.4142857,0.11463686
1372,28.02362,4.165673,2.5714285,1.4142857,0.11463686
1373,27.860672,4.315025,2.5714285,1.4142857,0.11463686
1374,26.140707,5.172251,2.6666667,1.4611111,0.10723298
1375,25.705904,5.243362,2.6666667,1.4888889,0.08796529
1376,25.268135,5.0672326,2.6666667,1.4888889,0.08796529
1377,25.357538,4.844201,2.6666667,1.4888889,0.08796529
1378,26.803457,4.0033503,2.5714285,1.3619049,0.13879251
1379,27.062914,3.8460026,2.5714285,1.4761906,0.034992713
1380,27.503048,3.7058818,2.5714285,1.4142857,0.05890152
1381,28.132702,3.6168606,2.5714285,1.3857143,0.014285718
1382,28.745052,3.6116347,2.5714285,1.3857143,0.014285718
1383,29.279875,3.6924937,2.5714285,1.3857143,0.014285718
1384,29.715105,3.8082464,2.5714285,1.3857143,0.014285718
1385,30.143377,3.8678534,2.5714285,1.3857143,0.014285718
1386,24.808332,1.6448107,2.25,1.35,0.10000001
1387,25.434132,1.620587,2.25,1.25,0
1388,29.652079,5.8837905,2.6666667,1.4,0.052704632
1389,29.932314,5.666384,2.6666667,1.4499999,0.016666671
1390,30.112213,5.452715,2.6666667,1.4499999,0.016666671
1391,25.472242,1.6852398,2.2857144,1.3428571,0.05714286
1392,26.679571,1.4086254,2.25,1.2,0.05
1393,27.563858,1.1503384,2.2222223,1.1777778,0.044444446
1394,28.07938,0.9401822,2.2,1.1600001,0.04
1395,27.73559,0.8486805,2.2,1.2,0
1396,29.661657,2.5329928,2.3,1.2066667,0.087140456
1397,28.156954,2.8389273,2.3333333,1.2888889,0.03142697
1398,27.369759,2.9456465,2.3333333,1.2888889,0.03142697
1399,26.708986,2.9925098,2.3333333,1.2888889,0.03142697
1400,26.212973,3.046471,2.3333333,1.2888889,0.03142697
1401,25.735012,3.1477413,2.3333333,1.2592593,0.041902628
1402,25.372393,3.1440988,2.3333333,1.2444444,0.06285394
1403,25.059868,3.222888,2.3333333,1.2444444,0.06285394
1404,25.008694,3.0926116,2.3333333,1.2444444,0.06285394
1405,22.439636,3.8054957,2.4285715,1.3142856,0.08081221
1406,22.645502,3.6652687,2.4285715,1.3142856,0.08081221
1407,26.454689,4.968163,2.5,1.2666668,0.16320251
1408,27.3958,4.3926606,2.4444444,1.2666668,0.13872534
1409,27.633276,4.4251747,2.4444444,1.3111111,0.094280906
1410,29.672005,7.1910763,2.5555556,1.362963,0.1466592
1411,28.67912,5.8028345,2.4,1.24,0.12485282
1412,27.202951,3.468478,2.3,1.22,0.056568544
1413,27.718607,3.6420429,2.3,1.22,0.056568544
1414,28.294788,3.656453,2.3,1.22,0.056568544
1415,28.921988,3.6331353,2.3,1.22,0.056568544
1416,28.662737,3.9987946,2.3333333,1.2444444,0.06285394
1417,29.054186,4.0487146,2.3333333,1.2444444,0.06285394
1418,26.970716,3.8390186,2.25,1.25,0.08535534
1419,25.666046,4.391503,2.2857144,1.2285715,0.040406104
1420,25.68939,4.423732,2.2857144,1.2285715,0.040406104
1421,25.764257,4.4423203,2.2857144,1.2285715,0.040406104
1422,27.096893,3.8940504,2.25,1.15,0.08535534
1423,24.888294,0.9891883,2.125,1.1083333,0.011785109
1424,25.978733,0.9661056,2.1111112,1.0222222,0.075871415
1425,25.737318,1.0783073,2.1111112,1.0666667,0.03142697
1426,25.804153,1.240922,2.1111112,1.0666667,0.03142697
1427,26.567734,1.2594972,2.1,1.02,0.06828427
1428,27.72931,2.153242,2.2,1.08,0.071489215
1429,30.419136,4.810399,2.5,1.15,0.07718834
1430,31.508526,6.535859,2.625,1.1783333,0.065848745
1431,28.967426,4.379268,2.5,1.17,0.054063626
1432,28.18285,4.360779,2.5,1.17,0.054063626
1433,27.37904,4.2819977,2.5,1.17,0.054063626
1434,26.684326,4.227587,2.5,1.17,0.054063626
1435,27.890354,6.9000893,2.7142856,1.2609522,0.12913051
1436,29.487719,8.947412,2.857143,1.3390477,0.11413194
1437,28.67537,8.640027,2.857143,1.4800001,0.11413193
1438,28.011654,8.351881,2.857143,1.4800001,0.11413193
1439,27.428959,8.17774,2.857143,1.4800001,0.11413193
1440,25.315247,6.0732718,2.7142856,1.5047619,0.12205577
1441,26.572758,7.8523445,2.857143,1.4800001,0.09580816
1442,26.25203,7.5917764,2.857143,1.4800001,0.061787
1443,28.082525,7.619377,3,1.4895239,0.10987989
1444,27.994122,7.1766024,3,1.5276192,0.09677972
1445,28.184505,6.627681,3,1.5276192,0.09677972
1446,28.76721,6.482802,3,1.5371429,0.09677972
1447,30.417326,5.997906,3.142857,1.5847619,0.06993402
1448,31.805254,10.040543,3.3333333,1.7611111,0.14465529
1449,33.152752,10.956372,3.5,1.8611112,0.16072695
1450,39.296688,16.940193,4.2,2.1,0.24918132
1451,33.99496,16.101713,3.5,2.0296297,0.27510202
1452,29.684637,10.465595,3.1666667,1.8296295,0.15570976
1453,29.571295,10.291358,3.1666667,1.7185186,0.057616115
1454,28.530731,12.077959,3.4,1.8355557,0.055865806
1455,30.976175,14.091215,3.6,1.848889,0.11376121
1456,26.00189,7.1121697,3,1.838889,0.15466905
1457,25.550621,7.080957,3,1.7555556,0.07525136
1458,26.158316,5.9052806,2.857143,1.5904763,0.12164403
1459,26.141752,5.0709333,2.75,1.5383334,0.10977338
1460,25.279465,4.8921576,2.75,1.5933334,0.05260347
1461,24.623722,4.740467,2.75,1.5933334,0.05260347
1462,24.107826,4.6068864,2.75,1.5933334,0.05260347
1463,38.062283,22.478537,3.2857144,1.5607144,0.19622645
1464,37.249886,22.570759,3.2857144,1.5809524,0.17824681
1465,36.496975,22.768785,3.2857144,1.5797621,0.1711932
1466,35.989162,22.866339,3.2857144,1.597619,0.16704316
1467,53.023396,26.445587,3.5,1.5902778,0.22991054
1468,52.950855,26.393463,3.5,1.5625,0.23346756
1469,53.474777,26.32163,3.5,1.5625,0.23346756
1470,29.18956,17.05496,3,1.4625852,0.2436516
1471,34.900322,14.126411,3.1666667,1.4428571,0.18366437
1472,33.17944,10.14226,2.857143,1.2557822,0.1656628
1473,33.63546,10.222311,2.857143,1.3129252,0.108519934
1474,34.177406,10.411769,2.857143,1.3129252,0.108519934
1475,32.087177,10.698806,2.5555556,1.162963,0.1435488
1476,32.613266,10.568516,2.5555556,1.2,0.092518486
1477,31.296038,10.579188,2.5555556,1.2651851,0.09065971
1478,52.48944,15.6742115,2.875,1.3500001,0.08498366
1479,52.631752,15.694371,2.875,1.3833334,0.07784717
1480,52.79009,15.559208,2.875,1.3833334,0.07784717
1481,26.870113,5.3414183,2.5555556,1.3851852,0.0665634
1482,25.194172,3.0144768,2.4444444,1.4148148,0.071661
1483,27.53313,5.444101,2.5555556,1.3777777,0.037692215
1484,26.127735,6.323469,2.625,1.4916668,0.06597397
1485,25.626396,6.5650473,2.625,1.4916668,0.06597397
1486,26.410418,5.996515,2.5555556,1.4148148,0.09324333
1487,26.215439,5.8645782,2.5555556,1.4703704,0.049945496
1488,27.826553,6.715466,2.6666667,1.4888889,0.11102181
1489,27.63046,6.5289035,2.6666667,1.5037036,0.09007049
1490,28.094496,6.3439198,2.6666667,1.5037036,0.09007049
1491,28.392708,6.275726,2.6666667,1.4592593,0.12149746
1492,43.629093,19.47731,2.6666667,1.3644445,0.20923035
1493,44.1331,19.799303,2.6666667,1.2844443,0.13906029
1494,44.481976,20.055273,2.6666667,1.2844443,0.13906029
1495,45.107807,20.347374,2.6666667,1.2844443,0.13906029
1496,27.433424,5.5480633,2.4444444,1.3111111,0.094280906
1497,29.838287,9.200478,2.5555556,1.3481481,0.15713485
1498,26.918283,5.990712,2.3,1.1800001,0.16485283
1499,27.329626,3.9995122,2.3,1.1266667,0.06599663
1500,27.137827,4.03505,2.3,1.18,0.084852815
1501,29.044228,6.113044,2.4444444,1.2370371,0.13205142
1502,28.63776,6.1856437,2.4444444,1.2666667,0.12570788
1503,28.19611,6.2964334,2.4444444,1.2666667,0.12570788
1504,27.944807,6.4329553,2.4444444,1.2666667,0.12570788
1505,27.55767,6.5691314,2.4444444,1.2666667,0.12570788
1506,27.683952,7.368616,2.625,1.2916666,0.1481473
1507,27.580502,7.6358,2.625,1.3916667,0.13668466
1508,24.795578,6.0344005,2.5,1.3958334,0.15216835
1509,24.624842,6.141325,2.5,1.3541667,0.091544025
1510,25.562584,5.4973884,2.4444444,1.2888889,0.13186598
1511,22.660336,3.7573519,2.3333333,1.2888889,0.03142697
1512,22.628113,3.7194312,2.3333333,1.2888889,0.03142697
1513,21.210836,0.65255594,2.2222223,1.2666667,0.04444445
1514,21.28385,0.7354552,2.2222223,1.2222222,0
1515,21.888807,0.88294953,2.2222223,1.2222222,0
1516,22.214754,1.0456983,2.2222223,1.2222222,0
1517,22.225155,1.2064105,2.2222223,1.1518519,0.048148144
1518,22.278685,1.4013646,2.2222223,1.1814815,0.018518528
1519,23.463024,1.433173,2.2,1.1233333,0.056666672
1520,23.34689,1.6289666,2.2,1.1633333,0.016666675
1521,23.194996,1.8265594,2.2,1.1633333,0.016666675
1522,23.207098,1.9831842,2.2,1.1633333,0.016666675
1523,27.435753,3.2267807,2.4444444,1.1308643,0.072912715
1524,27.764189,3.2527685,2.4444444,1.1506172,0.040042657
1525,28.120766,3.2979324,2.4444444,1.1259259,0.03552468
1526,28.394417,3.3473444,2.4444444,1.0888889,0.018144367
1527,28.820139,3.0566962,2.4,1.04,0.05632993
1528,31.15566,4.850524,2.6,1.1238096,0.076994
1529,35.840275,8.818624,2.8888888,1.1925926,0.046848558
1530,32.901398,7.8965564,2.7777777,1.2055556,0.08370289
1531,34.679462,7.527297,3.125,1.225,0.06800736
1532,34.439255,7.3149242,3.125,1.245,0.04716991
1533,34.315025,7.0097685,3.125,1.245,0.04716991
1534,34.147217,6.8659515,3.125,1.2616667,0.06182413
1535,39.640923,11.174558,3.5714285,1.3942858,0.11424089
1536,29.738228,7.2889657,2.7777777,1.5185186,0.07153227
1537,29.721144,7.0440607,2.7777777,1.4814816,0.109682284
1538,27.03233,5.2166944,2.6666667,1.4481483,0.11906086
1539,27.027004,5.144988,2.6666667,1.4481481,0.038327668
1540,25.92033,5.678359,2.75,1.5041666,0.043118626
1541,25.747505,5.6357307,2.75,1.4625,0.059270725
1542,25.678415,5.7555723,2.75,1.425,0.025000006
1543,25.681015,5.912142,2.75,1.425,0.025000006
1544,25.844038,6.043748,2.75,1.4833333,0.0575694
1545,21.02591,4.4306035,2.4444444,1.4148148,0.14753242
1546,20.962486,4.4752145,2.4444444,1.337037,0.07349297
1547,22.929237,6.779437,2.5555556,1.3666667,0.060421154
1548,23.115047,6.669983,2.5555556,1.425926,0.08137247
1549,23.418547,6.588554,2.5555556,1.425926,0.08137247
1550,24.069044,7.819099,2.75,1.4708334,0.101750225
1551,26.992073,9.397095,2.875,1.5791667,0.18108822
1552,27.087536,9.266265,2.875,1.5958334,0.15751798
1553,27.720562,9.143874,2.875,1.575,0.14689085
1554,35.658993,11.491673,3.2857144,1.7047621,0.31027672
1555,32.945812,8.109968,3.142857,1.7095238,0.22222622
1556,32.30258,7.9122877,3.142857,1.5619048,0.15062721
1557,31.82638,6.982525,3,1.5083333,0.14756803
1558,31.208414,6.126515,2.8888888,1.5074074,0.14141564
1559,30.21541,6.109804,2.8888888,1.5518517,0.09697119
1560,29.556349,6.0564523,2.8888888,1.5518517,0.09697119
1561,29.06379,6.0760875,2.8888888,1.5777777,0.094932266
1562,28.5736,6.037332,2.8888888,1.6222223,0.1179384
1563,28.248878,6.0432568,2.8888888,1.6666669,0.08164967
1564,27.371044,6.7963843,3,1.75,0.091855876
1565,24.775728,5.7462354,2.875,1.7416668,0.08480748
1566,22.582779,3.499108,2.75,1.7,0.054188855
1567,22.58165,3.81699,2.75,1.6375,0.051538825
1568,19.497978,3.200407,2.4444444,1.4888889,0.04444445
1569,20.071896,3.5309856,2.4444444,1.4444444,0
1570,20.714224,3.9234972,2.4444444,1.4444444,0
1571,25.201118,5.157789,2.75,1.4833333,0.04714045
1572,26.286222,5.5474668,2.75,1.47,0.0645101
1573,30.607056,6.92889,3,1.5033334,0.14111334
1574,31.629087,7.1210947,3,1.5075,0.11236545
1575,32.56581,7.2337065,3,1.5075,0.11236545
1576,33.507866,7.399968,3,1.4575001,0.15319027
1577,31.165886,5.561202,2.875,1.4325,0.0770101
1578,28.84201,5.63438,2.857143,1.4657143,0.10474831
1579,31.238617,10.05394,3,1.4333334,0.094146244
1580,31.391077,10.518987,3,1.437143,0.076072715
1581,27.145021,6.265613,2.7142856,1.4514285,0.07852376
1582,29.955347,7.9812307,2.857143,1.4228572,0.08310224
1583,28.50649,6.5850596,2.7142856,1.4714286,0.05469182
1584,25.330082,3.8775778,2.375,1.3916667,0.07357023
1585,28.04409,5.1853867,2.4444444,1.2518518,0.08634707
1586,26.98403,5.724992,2.5,1.4,0.07071068
1587,23.631714,4.0877695,2.375,1.375,0.08535534
1588,20.748854,1.5351462,2.25,1.3,0.050000004
1589,21.11039,1.3778543,2.25,1.25,0
1590,27.04922,2.7021396,2.5714285,1.3714286,0.034992713
1591,27.171158,2.8493092,2.5714285,1.3857143,0.014285718
1592,29.382786,4.805203,2.7142856,1.3904762,0.04622955
1593,28.573023,5.4890885,2.8333333,1.5055556,0.0574915
1594,28.883154,5.478765,2.8333333,1.5055556,0.0574915
1595,57.24084,27.429565,3,1.3744445,0.18527807
1596,58.114197,27.670792,3,1.3544445,0.22154249
1597,59.068832,27.926138,3,1.3822222,0.2022748
1598,63.410217,33.13856,3,1.3386667,0.18616122
1599,64.20617,33.234592,3,1.3386667,0.18616122
1600,93.73056,29.521616,4,1.3666667,0.3742806
1601,112.72229,39.7073,4.6666665,1.6777779,0.2829153
1602,92.813034,30.115524,4,1.4083334,0.31218648
1603,92.24444,30.430588,4,1.5194445,0.21059944
1604,95.287125,30.280136,3.5,1.5583334,0.09331699
1605,94.92398,30.233265,3.5,1.5250001,0.12665035
1606,30.002687,4.6038213,2.75,1.4833333,0.13194793
1607,30.317762,4.7090287,2.75,1.5500001,0.108377695
1608,28.58434,2.5684695,2.4,1.3199999,0.13656855
1609,29.030464,2.1676853,2.3333333,1.1999999,0.11380712
1610,28.252985,2.1336372,2.3333333,1.2666667,0.047140453
1611,27.542236,2.1233099,2.3333333,1.2666667,0.047140453
1612,28.01175,1.8208497,2.2857144,1.1714286,0.09754896
1613,27.28628,1.8053843,2.2857144,1.2285715,0.040406104
1614,26.496702,1.7901506,2.2857144,1.2285715,0.040406104
1615,25.92397,1.8339442,2.2857144,1.2285715,0.040406104
1616,25.541348,1.9103476,2.2857144,1.1904763,0.06012565
1617,25.189623,2.077421,2.2857144,1.2285715,0.040406104
1618,25.094131,2.3439069,2.2857144,1.1904763,0.05387481
1619,25.774328,2.7288888,2.2857144,1.1714286,0.08081221
1620,26.28984,3.101455,2.2857144,1.1714286,0.08081221
1621,27.866056,2.9855256,2.25,1.1,0.120710686
1622,24.966581,2.5631356,2.142857,1.0857142,0.040406104
1623,25.155853,2.6847494,2.142857,1.0857142,0.040406104
1624,28.63939,5.1505213,2.2857144,1.0952381,0.05387481
1625,29.482512,4.613804,2.25,1.0999999,0.120710686
1626,26.900991,2.1531513,2.125,1.125,0.08535534
1627,26.85946,2.1306884,2.125,1.075,0.03535534
1628,25.283594,2.3788154,2.142857,1.0857142,0.040406104
1629,24.644815,2.312054,2.142857,1.0857142,0.040406104
1630,24.260378,2.2479203,2.142857,1.0857142,0.040406104
1631,26.02367,4.2762995,2.2857144,1.0714285,0.042857144
1632,25.765072,4.1388917,2.2857144,1.1,0.014285718
1633,26.153595,4.0259356,2.2857144,1.1,0.014285718
1634,26.51825,3.88878,2.2857144,1.1,0.014285718
1635,27.915558,3.258073,2.25,1.0375,0.0625
1636,29.173769,3.6186943,2.375,1.105,0.0509902
1637,29.82407,3.502551,2.375,1.1416667,0.049441326
1638,31.313011,5.797303,2.375,1.1666667,0.08926255
1639,31.57402,5.6602798,2.375,1.1625,0.047855344
1640,31.848316,5.4989576,2.375,1.1625,0.047855344
1641,31.58131,6.188455,2.4285715,1.1857144,0.05469182
1642,33.616596,10.467233,2.5714285,1.252381,0.12203533
1643,30.794512,6.058696,2.4285715,1.1857144,0.05469182
1644,29.971445,6.0091367,2.4285715,1.1857144,0.05469182
1645,29.346647,5.9959674,2.4285715,1.1857144,0.05469182
1646,28.969227,5.9925227,2.4285715,1.1857144,0.05469182
1647,25.608704,1.9366547,2.142857,1.1619047,0.07061157
1648,25.90355,1.8771108,2.142857,1.0857142,0.040406104
1649,26.122072,1.8366146,2.142857,1.0857142,0.040406104
1650,26.13867,1.8315998,2.142857,1.0857142,0.040406104
1651,26.106085,1.8028438,2.142857,1.0857142,0.040406104
1652,27.204071,1.553991,2.125,1.025,0.08535534
1653,33.84746,5.9775624,2.5714285,1.1638095,0.10609967
1654,33.34934,5.0614805,2.5,1.12,0.10406363
1655,32.826912,4.8770547,2.5,1.1700001,0.054063626
1656,30.911556,4.5923347,2.375,1.175,0.05303301
1657,30.445839,4.4196334,2.375,1.1625,0.047855344
1658,30.146368,4.2294407,2.375,1.1625,0.047855344
1659,29.822706,4.0603867,2.375,1.1625,0.047855344
1660,33.95385,6.8543444,2.75,1.2625,0.21670593
1661,33.02552,6.7179117,2.75,1.3833333,0.11541529
1662,32.463287,5.840255,2.6666667,1.2962964,0.1470358
1663,31.63488,5.6794915,2.6666667,1.3407407,0.102591366
1664,29.37421,4.446228,2.5555556,1.2740741,0.0711644
1665,28.902964,4.365556,2.5555556,1.2740741,0.0711644
1666,28.516197,4.2892094,2.5555556,1.2740741,0.06641287
1667,28.227806,4.2567644,2.5555556,1.3125926,0.05388323
1668,29.244926,5.762298,2.6666667,1.32,0.06435888
1669,27.528294,4.2148976,2.5555556,1.3814816,0.08348873
1670,26.940546,3.979858,2.5555556,1.3148149,0.08920644
1671,26.458275,3.7742903,2.5555556,1.3296297,0.06710568
1672,26.08966,3.5929708,2.5555556,1.3666667,0.042538084
1673,26.966562,5.235122,2.6666667,1.3533334,0.060315862
1674,25.507835,5.2654147,2.5555556,1.3925927,0.064853646
1675,25.697939,5.0397983,2.5555556,1.4266667,0.07829362
1676,26.015488,4.7831616,2.5555556,1.445926,0.05096905
1677,26.362206,4.5386257,2.5555556,1.445926,0.05096905
1678,25.640474,4.777369,2.625,1.5016667,0.057340182
1679,26.2482,4.6618547,2.625,1.4449999,0.06767321
1680,26.671068,4.31327,2.625,1.4083333,0.05026247
1681,29.083172,6.3192987,2.75,1.4333334,0.10426865
1682,28.38653,5.3949547,2.625,1.4416666,0.101329304
1683,26.717655,5.4455867,2.5714285,1.4190476,0.07539882
1684,24.339407,3.2554424,2.4285715,1.3333334,0.034992713
1685,22.386257,2.3667848,2.2857144,1.3238095,0.026937408
1686,22.296103,2.2731292,2.2857144,1.2857143,0
1687,23.433008,1.9750222,2.25,1.2,0.05
1688,25.079117,1.7403338,2.2222223,1.1777778,0.044444446
1689,25.15757,1.7645701,2.2222223,1.2222222,0
1690,25.141329,1.9135859,2.2222223,1.2222222,0
1691,25.421726,2.0846117,2.2222223,1.2222222,0
1692,25.898022,2.222036,2.2222223,1.2222222,0
1693,26.547312,2.3388376,2.2222223,1.1333333,0.06285394
1694,26.98446,2.352189,2.2222223,1.1333333,0.06285394
1695,27.662014,3.725747,2.2222223,1.1037037,0.15808637
1696,27.431955,3.670328,2.2222223,1.1333333,0.06285394
1697,27.278374,3.6314588,2.2222223,1.1333333,0.06285394
1698,26.12674,4.0343533,2.25,1.15,0.07071068
1699,27.084923,3.5987277,2.2222223,1.0888888,0.10729839
1700,26.90496,3.7341282,2.2222223,1.1333333,0.06285394
1701,31.308361,6.055156,2.5,1.2,0.11023916
1702,29.02738,5.74561,2.375,1.2416667,0.08249579
1703,28.72448,5.6988707,2.375,1.2249999,0.10606602
1704,28.444458,5.655135,2.375,1.2249999,0.111535504
1705,28.305384,5.7181334,2.375,1.275,0.07071068
1706,30.942019,7.555641,2.5,1.3,0.12471686
1707,33.110462,7.6501875,2.625,1.325,0.11023916
1708,33.26426,6.9027357,2.5555556,1.2777778,0.1184095
1709,33.341206,6.9369698,2.5555556,1.3222222,0.07396505
1710,33.23221,6.305561,2.5,1.25,0.10656855
1711,32.64779,6.222663,2.5,1.29,0.066568546
1712,32.08293,6.207125,2.5,1.29,0.066568546
1713,79.77081,20.166666,3.5714285,1.3261906,0.07903742
1714,40.358757,13.218043,3.4285715,1.4285715,0.10737816
1715,37.449463,12.316981,3.2857144,1.432381,0.1447849
1716,33.745045,12.230068,2.875,1.4616668,0.14834455
1717,34.434986,14.592833,3,1.4575001,0.111069605
1718,35.738544,15.585738,3,1.6083335,0.20610528
1719,35.111473,15.430719,3,1.6791667,0.20163657
1720,31.764046,12.362516,2.75,1.6166667,0.23668467
1721,32.510933,13.815302,2.875,1.4983335,0.1427327
1722,31.063097,11.804536,2.75,1.5375,0.13401689
1723,30.918518,11.291304,2.75,1.5166667,0.13668464
1724,30.948511,10.914965,2.75,1.5166667,0.13668464
1725,33.428856,10.6556015,2.875,1.5041667,0.1388293
1726,29.828217,6.128824,2.5555556,1.4962964,0.16848373
1727,29.793236,5.8922267,2.5555556,1.4370371,0.058643527
1728,29.973227,5.690411,2.5555556,1.4370371,0.058643527
1729,28.407463,3.046731,2.4444444,1.4148148,0.071661
1730,28.54218,2.7788053,2.4444444,1.3703704,0.027216556
1731,33.748837,7.350292,2.875,1.3816667,0.09464176
1732,32.86786,5.2372494,2.75,1.4575,0.057105616
1733,33.098816,5.2048345,2.75,1.4366667,0.059773386
1734,33.409504,5.31357,2.75,1.44,0.073565625
1735,33.412796,6.2581086,2.857143,1.4952382,0.091497086
1736,33.437706,6.5210166,2.857143,1.4761906,0.10496578
1737,33.28142,5.8165703,2.75,1.3333334,0.16541529
1738,32.618057,6.8615108,2.857143,1.4380953,0.13190319
1739,29.911646,5.4263153,2.7142856,1.4095238,0.12384789
1740,31.780504,7.263562,2.857143,1.4285715,0.14775372
1741,28.07573,6.0453305,2.5714285,1.4190476,0.13712017
1742,27.950424,5.938215,2.5714285,1.3619047,0.115804926
1743,30.042986,9.338465,2.7142856,1.3714285,0.12927364
1744,29.904074,9.359931,2.7142856,1.4476191,0.15621103
1745,29.000198,6.7274895,2.7142856,1.457143,0.17409539
1746,28.929342,6.8548307,2.7142856,1.4971429,0.121397495
1747,30.957607,7.554251,2.857143,1.5161905,0.10052435
1748,27.205832,5.420929,2.7142856,1.387619,0.09655411
1749,27.08649,5.20085,2.7142856,1.444762,0.039411254
1750,26.756655,5.0149612,2.7142856,1.444762,0.039411254
1751,26.820614,4.7751007,2.7142856,1.4695238,0.032753073
1752,26.795473,4.456806,2.7142856,1.4828571,0.028282821
1753,26.526289,4.259167,2.7142856,1.4828571,0.028282821
1754,26.469494,4.114245,2.7142856,1.4828571,0.028282821
1755,26.118454,4.063438,2.7142856,1.4257144,0.08542568
1756,25.577396,4.083064,2.7142856,1.5352381,0.07681095
1757,25.08935,4.121119,2.7142856,1.5733334,0.04898982
1758,25.028492,3.977863,2.7142856,1.5733334,0.04898982
1759,24.993708,4.214787,2.7142856,1.5485715,0.06362757
1760,24.970795,4.252698,2.7142856,1.5542858,0.056203246
