 Time Step, Mean Dist, StdDev Mean Dist, Mean Cluster Size, StdDev Mean Cluster Size, Mean SD Est, StdDev Mean SD Est, Mean acutal density
304,28.212366,5.741851,2.5555556,Stddev_mean_size,1.3203703,0.115264945,0.20568518
305,27.570114,6.438903,2.625,Stddev_mean_size,1.3604167,0.12967306,0.23544833
306,27.715332,6.6450114,2.625,Stddev_mean_size,1.3062501,0.11621137,0.23719119
307,28.649345,6.06894,2.5555556,Stddev_mean_size,1.25,0.11285394,0.21182145
308,28.533394,6.1114597,2.5555556,Stddev_mean_size,1.2611111,0.101742834,0.2125698
309,30.293444,7.1187854,2.6666667,Stddev_mean_size,1.2592593,0.16200632,0.21424359
310,27.994955,5.7162213,2.5555556,Stddev_mean_size,1.3000001,0.107648835,787.298
311,24.123186,2.8688874,2.3,Stddev_mean_size,1.2183334,0.057169903,0.9811419
312,28.10024,5.608085,2.5,Stddev_mean_size,1.2026666,0.06987357,0.51154685
313,27.699753,5.544828,2.5,Stddev_mean_size,1.2040001,0.06439521,0.39557126
314,24.88979,4.194787,2.4444444,Stddev_mean_size,1.2166667,0.07031587,0.38792524
315,27.625113,4.7967315,2.5,Stddev_mean_size,1.215,0.10272348,0.35043907
316,27.162891,4.7788725,2.5,Stddev_mean_size,1.2349999,0.09156855,0.33410075
317,23.964325,3.2176032,2.2727273,Stddev_mean_size,1.2181817,0.04222658,0.32592094
318,23.49447,3.3044798,2.2727273,Stddev_mean_size,1.2181817,0.025712974,0.3559507
319,19.906183,3.9099138,2.3333333,Stddev_mean_size,1.2037036,0.068091765,0.70810044
320,19.19839,3.8391457,2.3333333,Stddev_mean_size,1.2,0.06285394,0.64794326
321,18.740173,3.7803164,2.3333333,Stddev_mean_size,1.2592593,0.036664795,0.6897041
322,18.42683,3.6911654,2.3333333,Stddev_mean_size,1.2666667,0.03142697,0.6814117
323,18.387234,3.5003314,2.3333333,Stddev_mean_size,1.2666667,0.03142697,0.5700366
324,22.090405,4.9031425,2.625,Stddev_mean_size,1.359375,0.083260685,0.912598
325,22.598415,4.964012,2.625,Stddev_mean_size,1.3687501,0.07910535,0.65919775
326,24.28715,4.905772,2.5555556,Stddev_mean_size,1.3166666,0.08142697,0.56415373
327,24.506247,5.304666,2.5555556,Stddev_mean_size,1.3277777,0.07031587,0.5998399
328,24.696102,5.610328,2.5555556,Stddev_mean_size,1.3277777,0.07031587,1.0206459
329,27.409063,7.266566,2.6666667,Stddev_mean_size,1.3324075,0.12023863,0.6331659
330,27.368343,6.7147827,2.6666667,Stddev_mean_size,1.3787037,0.16579483,0.49798572
331,27.176256,6.899016,2.6666667,Stddev_mean_size,1.3962963,0.13624898,0.46908295
332,27.106525,7.016386,2.6666667,Stddev_mean_size,1.3962963,0.13624898,0.46180964
333,27.226934,7.0671263,2.6666667,Stddev_mean_size,1.3425927,0.12897152,0.48581022
334,27.188702,7.0878177,2.6666667,Stddev_mean_size,1.3916668,0.116197295,0.7309031
335,27.864536,6.382705,2.7777777,Stddev_mean_size,1.4148148,0.13754003,4.248356
336,27.672794,6.3172526,2.7777777,Stddev_mean_size,1.475,0.14469486,0.75660866
337,27.62305,6.3806186,2.7777777,Stddev_mean_size,1.4796296,0.14718308,0.29197392
338,27.702925,6.5384197,2.7777777,Stddev_mean_size,1.4796296,0.14718308,0.16875583
339,28.153465,6.644353,2.7777777,Stddev_mean_size,1.4796296,0.14718308,0.11825964
340,26.690798,4.8595433,2.6666667,Stddev_mean_size,1.4703704,0.09477207,0.0891779
341,27.081837,4.7387753,2.6666667,Stddev_mean_size,1.4583334,0.102333784,0.0698934
342,29.949535,6.204713,3,Stddev_mean_size,1.509375,0.20707801,0.07292438
343,28.097052,6.525342,2.875,Stddev_mean_size,1.5124999,0.14396027,0.06515576
344,28.691706,9.966217,3.142857,Stddev_mean_size,1.5785714,0.2218123,0.07411833
345,26.66421,9.936364,3,Stddev_mean_size,1.542857,0.25252408,0.07361956
346,26.306688,10.001633,3,Stddev_mean_size,1.6261904,0.2025512,0.06988253
347,25.029715,7.918648,3,Stddev_mean_size,1.6595238,0.19099261,0.062463023
348,25.191423,7.827567,3,Stddev_mean_size,1.6523808,0.17517725,0.052182235
349,25.394436,7.6784053,3,Stddev_mean_size,1.6464285,0.17197812,0.04299324
350,25.777334,7.5709066,3,Stddev_mean_size,1.6523808,0.17517725,0.03665055
351,26.45882,7.7552223,3,Stddev_mean_size,1.6523808,0.17517725,0.03250046
352,24.820889,5.328029,2.857143,Stddev_mean_size,1.5309525,0.18488441,0.30738896
353,24.939651,5.530507,2.857143,Stddev_mean_size,1.5285715,0.1823902,0.2963505
354,25.213026,5.746727,2.857143,Stddev_mean_size,1.5285715,0.1823902,0.32385355
355,26.945469,8.642327,3,Stddev_mean_size,1.4628571,0.21074703,0.3722022
356,27.123749,8.70404,3,Stddev_mean_size,1.4580953,0.20738982,0.39763907
357,27.893642,8.826694,3,Stddev_mean_size,1.4461905,0.1945202,0.4226268
358,28.657503,8.991529,3,Stddev_mean_size,1.387619,0.19100901,0.52169067
359,29.437298,9.127235,3,Stddev_mean_size,1.3057144,0.17261866,0.624145
360,26.661411,7.095888,2.75,Stddev_mean_size,1.2654166,0.17478319,11.769257
361,25.171745,4.9571543,2.625,Stddev_mean_size,1.23,0.13425201,1.7942368
362,27.464605,6.542984,2.75,Stddev_mean_size,1.2270833,0.12996678,0.7327282
363,28.05322,6.58878,2.75,Stddev_mean_size,1.2958333,0.09972986,1.3954072
364,28.894512,6.70259,2.75,Stddev_mean_size,1.3041667,0.093837306,1.301188
365,29.60165,6.8619313,2.75,Stddev_mean_size,1.3041667,0.093837306,0.9450031
366,30.382391,7.0155134,2.75,Stddev_mean_size,1.3041667,0.093837306,0.86754084
367,31.165081,7.1153,2.75,Stddev_mean_size,1.3041667,0.093837306,0.604988
368,26.294018,3.7826781,2.5,Stddev_mean_size,1.3125,0.097227186,0.6021002
369,24.975191,4.106912,2.5714285,Stddev_mean_size,1.3404762,0.1220774,0.12307555
370,24.94405,3.8292527,2.5714285,Stddev_mean_size,1.2857143,0.09843494,0.1089571
371,26.273945,3.3810942,2.7142856,Stddev_mean_size,1.3047619,0.12921813,0.10085018
372,26.232512,3.3150008,2.7142856,Stddev_mean_size,1.3702381,0.11418643,0.094705485
373,26.31175,3.4388185,2.7142856,Stddev_mean_size,1.3761904,0.11738557,0.08794719
374,26.207563,3.6407144,2.7142856,Stddev_mean_size,1.3761904,0.11738557,0.08752058
375,24.66208,3.9752793,2.5714285,Stddev_mean_size,1.354762,0.10779168,0.087454125
376,24.821615,3.8216183,2.5714285,Stddev_mean_size,1.354762,0.10779168,0.09444362
377,24.687271,3.787561,2.5714285,Stddev_mean_size,1.354762,0.10779168,0.101244986
378,24.89154,3.8437786,2.5714285,Stddev_mean_size,1.4309523,0.07411992,0.12883769
379,25.309082,3.8315043,2.5714285,Stddev_mean_size,1.4404763,0.06738558,0.1586376
380,24.342054,4.462354,2.6666667,Stddev_mean_size,1.513889,0.07861651,0.16953741
381,24.535189,4.5038185,2.6666667,Stddev_mean_size,1.513889,0.07861651,0.21120034
382,24.538576,4.431212,2.6666667,Stddev_mean_size,1.5861111,0.052923784,0.15514071
383,24.74232,4.3461027,2.6666667,Stddev_mean_size,1.5888888,0.055555563,0.1088912
384,25.257772,4.3447647,2.6666667,Stddev_mean_size,1.5888888,0.055555563,0.08764199
385,23.276655,2.8424683,2.5,Stddev_mean_size,1.4388889,0.07222223,2.6466453
386,23.921171,2.7583025,2.5,Stddev_mean_size,1.4222221,0.055555563,1.6953787
387,24.43891,2.6165597,2.5,Stddev_mean_size,1.3222222,0.102696024,1.1033874
388,25.703207,2.4665182,2.5,Stddev_mean_size,1.3222222,0.102696024,1.2764
389,26.825632,2.292186,2.5,Stddev_mean_size,1.3222222,0.102696024,0.6297469
390,27.027603,2.1336358,2.5,Stddev_mean_size,1.3222222,0.102696024,0.44665632
391,26.32096,2.3553307,2.6,Stddev_mean_size,1.3083334,0.16053168,0.38253635
392,28.287815,5.992591,2.6,Stddev_mean_size,1.1833333,0.16542473,0.31350487
393,31.690643,10.706537,2.8,Stddev_mean_size,1.2633333,0.173709,0.28227276
394,32.16521,9.084625,2.6666667,Stddev_mean_size,1.2083334,0.16928093,0.23185854
395,33.742878,12.662071,2.8333333,Stddev_mean_size,1.2300001,0.16044569,0.23909171
396,33.4666,12.362691,2.8333333,Stddev_mean_size,1.24,0.15446581,0.25628874
397,33.327465,12.059262,2.8333333,Stddev_mean_size,1.24,0.15446581,0.29477358
398,34.334606,11.806891,3,Stddev_mean_size,1.2872223,0.18911666,0.30577353
399,33.96832,9.88749,2.857143,Stddev_mean_size,1.2342857,0.18050964,0.28068072
400,33.46713,9.580481,2.857143,Stddev_mean_size,1.2485714,0.16622391,0.28911367
401,33.18117,9.270615,2.857143,Stddev_mean_size,1.3502381,0.17114685,0.3103756
402,32.97657,8.936508,2.857143,Stddev_mean_size,1.3604763,0.18041036,0.35084286
403,32.70962,8.612769,2.857143,Stddev_mean_size,1.3604763,0.18041036,0.41128507
404,32.532097,8.305679,2.857143,Stddev_mean_size,1.3604763,0.18041036,0.5293534
405,32.357574,7.936692,2.857143,Stddev_mean_size,1.3604763,0.18041036,0.70824677
406,29.051233,6.6208196,2.7142856,Stddev_mean_size,1.3690478,0.17850237,0.7594264
407,27.536926,7.104254,2.8333333,Stddev_mean_size,1.4277778,0.20437346,0.9196604
408,27.070906,6.4971333,2.8333333,Stddev_mean_size,1.4277778,0.20437346,0.7045164
409,26.622383,5.9369354,2.8333333,Stddev_mean_size,1.4277778,0.20437346,0.64225096
410,24.577875,4.6691685,2.6666667,Stddev_mean_size,1.3777777,0.1738997,0.5563303
411,26.1532,6.97043,2.8333333,Stddev_mean_size,1.3449999,0.17161857,0.49697927
412,26.15084,6.978746,2.8333333,Stddev_mean_size,1.3538889,0.16333829,0.42360294
413,24.424297,8.229947,3,Stddev_mean_size,1.4246666,0.19600594,0.42845577
414,23.979166,8.088885,3,Stddev_mean_size,1.5906665,0.16486241,0.38431522
415,24.707798,7.9340363,3,Stddev_mean_size,1.668,0.168943,0.37106413
416,25.468973,7.762744,3,Stddev_mean_size,1.5953333,0.20852895,0.35738662
417,26.209698,7.681749,3,Stddev_mean_size,1.5886667,0.19910622,0.3372863
418,26.60345,7.446181,3,Stddev_mean_size,1.5886667,0.19910622,0.32455617
419,28.407806,5.960438,2.8333333,Stddev_mean_size,1.473889,0.18258852,0.26423964
420,29.494617,4.941859,2.7142856,Stddev_mean_size,1.357619,0.16613841,0.22261085
421,28.019419,5.505833,2.8333333,Stddev_mean_size,1.4272223,0.17194985,0.25827232
422,27.266464,5.2722626,2.8333333,Stddev_mean_size,1.4272223,0.17194985,0.2626646
423,26.839493,5.083409,2.8333333,Stddev_mean_size,1.4272223,0.17194985,0.27603838
424,27.50945,4.2825127,2.7142856,Stddev_mean_size,1.3519047,0.1616713,0.24135368
425,27.134043,4.208917,2.7142856,Stddev_mean_size,1.3661906,0.14738558,0.24518417
426,26.909357,4.1856976,2.7142856,Stddev_mean_size,1.41,0.14343306,0.24755134
427,26.877157,4.2239695,2.7142856,Stddev_mean_size,1.3614285,0.11665232,0.24946819
428,27.039042,4.2681336,2.7142856,Stddev_mean_size,1.3071429,0.12784488,0.2598152
429,27.198229,4.2915053,2.7142856,Stddev_mean_size,1.2623808,0.14589782,0.27650017
430,29.129795,5.5951385,2.857143,Stddev_mean_size,1.2609524,0.16242504,0.29106942
431,29.545687,5.497931,2.857143,Stddev_mean_size,1.3057144,0.16005908,0.2904806
432,27.717737,7.504036,3.2,Stddev_mean_size,1.4399999,0.2278101,0.396132
433,24.201231,6.4260445,2.6666667,Stddev_mean_size,1.3333334,0.13155036,0.08087414
434,24.007042,6.052583,2.6666667,Stddev_mean_size,1.3111111,0.14726384,0.09051001
435,27.715063,7.7965565,2.8333333,Stddev_mean_size,1.3611112,0.19632918,0.10466323
436,28.425068,6.2107477,2.7142856,Stddev_mean_size,1.3095238,0.18091798,0.1061119
437,27.932528,5.813736,2.7142856,Stddev_mean_size,1.3823808,0.17802508,0.1250374
438,27.498692,5.479816,2.7142856,Stddev_mean_size,1.3857144,0.1800611,0.16367437
439,28.753347,6.4054837,2.857143,Stddev_mean_size,1.5142858,0.18006109,0.18592744
440,27.843832,6.200902,2.857143,Stddev_mean_size,1.5285715,0.1800611,0.1556519
441,27.107529,6.079226,2.857143,Stddev_mean_size,1.6461904,0.12201687,0.12146978
442,27.328644,5.1780605,2.75,Stddev_mean_size,1.5691667,0.11291942,0.08501184
443,26.56042,4.903778,2.75,Stddev_mean_size,1.5816667,0.10041942,0.071664505
444,26.156353,4.553922,2.75,Stddev_mean_size,1.5816667,0.10041942,0.06466859
445,25.830606,4.4673834,2.75,Stddev_mean_size,1.5816667,0.10041942,0.059186444
446,25.631489,4.5268593,2.75,Stddev_mean_size,1.5816667,0.10041942,0.056832
447,30.223454,5.426121,3.142857,Stddev_mean_size,1.6107937,0.13863976,0.10024161
448,30.173157,5.241809,3.142857,Stddev_mean_size,1.612381,0.14119548,0.10037323
449,30.209322,5.1345706,3.142857,Stddev_mean_size,1.6576191,0.110072955,0.10452504
450,30.453806,5.1475782,3.142857,Stddev_mean_size,1.6647619,0.11582632,0.10934253
451,30.054918,6.112554,3.3333333,Stddev_mean_size,1.7755556,0.13513072,0.13306144
452,31.097454,5.309795,3.142857,Stddev_mean_size,1.5742857,0.18398683,0.12823327
453,28.93074,4.1574755,3,Stddev_mean_size,1.5647619,0.13696699,0.14368609
454,29.445923,4.1914945,3,Stddev_mean_size,1.5298413,0.141108,0.16263978
455,32.250145,5.554709,3.142857,Stddev_mean_size,1.5758731,0.18780504,0.16496594
456,32.63598,5.4080534,3.142857,Stddev_mean_size,1.6153967,0.15065923,12.172519
457,32.181118,5.3007503,3.142857,Stddev_mean_size,1.6396825,0.13065924,2.2703729
458,31.839443,5.3590994,3.142857,Stddev_mean_size,1.5911111,0.18437807,1.2117822
459,29.47312,5.1243176,3,Stddev_mean_size,1.5419047,0.17845728,0.9422919
460,30.00739,4.5788856,2.875,Stddev_mean_size,1.4541667,0.16294394,0.59921783
461,28.319624,3.6063204,2.75,Stddev_mean_size,1.4291668,0.12758861,0.4711938
462,28.139133,3.6904168,2.75,Stddev_mean_size,1.4166667,0.11508861,0.390316
463,25.00517,4.217336,2.7142856,Stddev_mean_size,1.4269048,0.14728262,0.4124081
464,22.843819,5.053478,2.8333333,Stddev_mean_size,1.4905556,0.16592185,0.4675918
465,22.371841,4.807961,2.8333333,Stddev_mean_size,1.4216667,0.13609438,0.53675014
466,22.04313,4.757117,2.8333333,Stddev_mean_size,1.353889,0.16333829,0.6467022
467,21.816559,4.735122,2.8333333,Stddev_mean_size,1.353889,0.16333829,0.8540134
468,22.31308,4.6606393,2.8333333,Stddev_mean_size,1.353889,0.16333829,1.2646154
469,22.594223,4.691771,2.8333333,Stddev_mean_size,1.353889,0.16333829,2.2749727
470,23.04592,5.091283,2.8333333,Stddev_mean_size,1.353889,0.16333829,3.8457568
471,23.253311,5.496029,2.8333333,Stddev_mean_size,1.2972223,0.1469295,15.482727
472,24.880596,5.043191,2.7142856,Stddev_mean_size,1.2319047,0.13325834,5.7356367
473,24.848146,5.3535953,2.7142856,Stddev_mean_size,1.2461904,0.11897264,2.5284069
474,26.353876,4.792961,2.625,Stddev_mean_size,1.2029166,0.11660105,1.5636802
475,26.407124,4.8618994,2.625,Stddev_mean_size,1.2154167,0.104101054,1.2316816
476,26.429707,4.9197335,2.625,Stddev_mean_size,1.2154167,0.104101054,1.5610611
477,24.992043,4.884699,2.5,Stddev_mean_size,1.2041667,0.10271238,1.3819563
478,25.06337,5.0925493,2.5,Stddev_mean_size,1.2041667,0.10271238,1.2327036
479,25.326048,5.2863407,2.5,Stddev_mean_size,1.2041667,0.10271238,0.89293534
480,23.80034,3.5739129,2.375,Stddev_mean_size,1.1895833,0.10021028,0.68690675
481,25.021975,3.1706412,2.3333333,Stddev_mean_size,1.1537037,0.09494909,0.53544986
482,25.047789,3.105072,2.3333333,Stddev_mean_size,1.1648148,0.08383797,2.0510225
483,20.515297,0.64412194,2.1111112,Stddev_mean_size,1.1185185,0.005237823,0.047102455
484,20.864937,0.72332996,2.1111112,Stddev_mean_size,1.1111112,0,0.050219633
485,21.861298,3.5738783,2.25,Stddev_mean_size,1.1625,0.036799006,0.06052187
486,21.927505,3.614631,2.25,Stddev_mean_size,1.175,0.03535534,0.06668185
487,26.971004,5.740705,2.5714285,Stddev_mean_size,1.275,0.0871086,0.084133804
488,27.1802,5.8853583,2.5714285,Stddev_mean_size,1.2023809,0.14428091,0.09412964
489,26.967844,6.105842,2.5714285,Stddev_mean_size,1.1928571,0.13081221,0.11059368
490,30.665928,8.64109,2.7142856,Stddev_mean_size,1.2309524,0.18468702,0.13505372
491,30.85181,8.878227,2.7142856,Stddev_mean_size,1.25,0.1712183,0.16750118
492,31.1904,9.085843,2.7142856,Stddev_mean_size,1.3154763,0.18926315,0.24156918
493,31.642254,9.289475,2.7142856,Stddev_mean_size,1.3261906,0.1886039,0.4371348
494,32.18191,9.461593,2.7142856,Stddev_mean_size,1.3261906,0.1886039,2.3316143
495,30.75121,7.528737,2.5714285,Stddev_mean_size,1.2690476,0.14819779,0.69433796
496,30.974209,7.7139206,2.5714285,Stddev_mean_size,1.3357143,0.12881173,0.28722885
497,30.890055,7.8083014,2.5714285,Stddev_mean_size,1.354762,0.10779168,0.17861138
498,28.083363,5.0217385,2.4285715,Stddev_mean_size,1.2976191,0.06738558,0.12633263
499,28.246166,4.815391,2.4285715,Stddev_mean_size,1.2976191,0.06738558,0.096840665
500,28.4774,4.5698447,2.4285715,Stddev_mean_size,1.2976191,0.06738558,0.078604154
