 Time Step, Mean Dist, StdDev Mean Dist, Mean Cluster Size, Mean SD Est, StdDev Mean SD Est,
2574,38.372322,9.188138,3.6,1.51,0.18420282,
2575,38.68496,9.380609,3.6,1.5766666,0.104983665,
2576,38.80166,9.5650835,3.6,1.4166667,0.29664335,
2577,39.288292,12.867902,3.6,1.3533332,0.24087068,
2578,37.805424,11.07797,3.4,1.3266666,0.23002562,
2579,26.780195,5.299942,2.6666667,1.1888889,0.121966355,
2580,27.431568,4.3583436,2.5714285,1.1619047,0.10454259,
2581,27.034578,4.223502,2.5714285,1.1619047,0.10454259,
2582,27.108276,3.9044645,2.5714285,1.1619047,0.10454259,
2583,27.817343,3.7375317,2.5714285,1.1619047,0.10454259,
2584,25.92096,2.409183,2.4285715,1.1380953,0.07087084,
2585,26.642334,2.3042552,2.4285715,1.1380953,0.07087084,
2586,27.387005,2.1847107,2.4285715,1.1380953,0.07087084,
2587,30.108093,3.0889525,2.5714285,1.1619047,0.10454259,
2588,30.867453,3.145914,2.5714285,1.1555555,0.14128093,
2589,29.68132,3.0105448,2.5,1.1782408,0.12666605,
2590,32.75937,5.300378,2.6666667,1.2708333,0.10566161,
2591,33.00789,4.9045157,2.5714285,1.265873,0.071311735,
2592,32.977436,5.2301,2.5714285,1.265873,0.071311735,
2593,33.25017,4.8410406,2.5,1.2326388,0.06239777,
2594,33.23045,5.7786646,2.5714285,1.3174603,0.083216526,
2595,48.63307,21.590094,3,1.3694445,0.1392837,
2596,29.700653,4.534743,2.5,1.361111,0.039283708,
2597,27.942617,5.343517,2.6,1.4333333,0.04714045,
2598,27.396435,4.8688974,2.6,1.4333333,0.04714045,
2599,26.453745,4.2998424,2.6,1.4333333,0.04714045,
2600,27.187613,3.2924612,2.5,1.361111,0.039283708,
2601,26.626822,3.2312288,2.5,1.361111,0.039283708,
2602,26.298151,3.2573433,2.5,1.361111,0.039283708,
2603,29.175512,5.6926455,2.6666667,1.3050926,0.17971037,
2604,31.582977,9.44968,2.8333333,1.326389,0.2030402,
2605,32.065083,10.114374,3.2,1.3466666,0.24093184,
2606,33.49735,9.425169,3.4,1.3644445,0.2656135,
2607,27.687094,5.5874343,2.8333333,1.4574074,0.11102953,
2608,27.236048,5.214443,2.8333333,1.4944445,0.08268264,
2609,27.578224,4.80922,2.8333333,1.4944445,0.08268264,
2610,27.800684,4.4421144,2.8333333,1.4944445,0.08268264,
2611,28.207619,4.068008,2.8333333,1.4944445,0.08268264,
2612,29.495707,3.1914845,2.7142856,1.3571428,0.05976143,
2613,29.400564,2.8933613,2.7142856,1.3571428,0.05976143,
2614,28.841913,3.2145064,2.8333333,1.4166666,0.06972167,
2615,23.986101,3.2635558,2.4285715,1.3095237,0.033671748,
2616,27.34533,5.526273,2.5,1.2916666,0.05892556,
2617,25.151783,2.95695,2.375,1.2708333,0.02946278,
2618,24.728342,3.0228307,2.375,1.2708333,0.02946278,
2619,24.583517,3.1066267,2.375,1.1666666,0.05892556,
2620,24.6473,3.1905942,2.375,1.1666666,0.05892556,
2621,24.785265,3.345476,2.375,1.1666666,0.05892556,
2622,25.056702,3.5071406,2.375,1.1666666,0.05892556,
2623,26.877234,2.424564,2.5714285,1.2071428,0.05248907,
2624,26.988743,2.725436,2.5714285,1.0952381,0.09343318,
2625,24.153957,1.6266745,2.4285715,1.0714285,0.05976143,
2626,23.478968,1.5511028,2.2857144,1.0625,0.063762754,
2627,22.238111,1.9830166,2.3333333,1.0625,0.0625,
2628,19.776552,1.8470248,2.1666667,1.138889,0.019641856,
2629,20.011137,1.8106556,2.1666667,1.1666666,0,
2630,20.327726,1.7743468,2.1666667,1.1666666,0,
2631,20.870783,1.5800052,2.1666667,1.1666666,0,
2632,25.509417,4.58812,2.2857144,1.1666666,0.033671748,
2633,25.434675,4.7958794,2.2857144,1.1666666,0.033671748,
2634,24.190262,5.740129,2.3333333,1.1944444,0.039283708,
2635,23.869537,5.693424,2.3333333,1.1944444,0.039283708,
2636,24.005983,5.606985,2.3333333,1.1944444,0.039283708,
2637,18.471586,1.4862838,2.2,1.2,0,
2638,18.057234,1.6431341,2.2,1.2,0,
2639,24.235962,1.0568937,2.125,1.125,0,
2640,23.726068,1.1384583,2.125,1.125,0,
2641,27.460178,2.9891508,2.375,1.1640625,0.04059494,
2642,26.709377,3.0673423,2.375,1.171875,0.046875,
2643,26.206047,3.1955721,2.375,1.171875,0.046875,
2644,25.808607,3.5004394,2.375,1.171875,0.046875,
2645,28.43982,5.6080127,2.4444444,1.2168211,0.07858446,
2646,28.080433,5.6908236,2.4444444,1.2299383,0.08444403,
2647,29.67957,7.4602838,2.5555556,1.1743827,0.16301145,
2648,28.65298,8.470422,2.625,1.1753472,0.1539251,
2649,28.389221,8.398391,2.625,1.1753472,0.1539251,
2650,28.04956,8.366247,2.625,1.1753472,0.1539251,
2651,27.738167,8.272626,2.625,1.1753472,0.1539251,
2652,27.4665,8.096047,2.625,1.1753472,0.1539251,
2653,30.277994,9.947875,2.75,1.1961806,0.18338789,
2654,30.36761,9.867587,2.75,1.1380208,0.17364354,
2655,30.476082,9.733165,2.75,1.1302083,0.16472614,
2656,28.914793,8.377414,2.625,1.1041666,0.14731391,
2657,29.97185,7.174892,2.5555556,1.0925926,0.1309457,
2658,26.549631,5.9377804,2.5,1.1666666,0.10311973,
2659,26.22787,5.7783947,2.5,1.1875,0.08838834,
2660,25.53141,5.636609,2.5,1.28125,0.073656954,
2661,25.978132,7.268759,2.625,1.2847222,0.05351904,
2662,24.126392,5.3113966,2.5,1.2916666,0.05892556,
2663,26.576475,6.581663,2.5555556,1.3094136,0.09167903,
2664,26.184547,6.4107327,2.5555556,1.3410494,0.08444403,
2665,40.428856,17.58321,2.7777777,1.2680556,0.107662715,
2666,38.64876,16.193205,2.6666667,1.2611111,0.11086203,
2667,44.55097,12.015827,2.7777777,1.2685186,0.06547285,
2668,44.84692,11.894609,2.7777777,1.2685186,0.06547285,
2669,46.216595,13.248051,2.875,1.3020834,0.073656954,
2670,82.4912,38.083057,3.4285715,1.352381,0.16989365,
2671,82.67399,37.793575,3.4285715,1.3595239,0.17620866,
2672,46.98389,23.64446,3,1.3736111,0.16688412,
2673,45.46151,20.927788,2.8888888,1.3521606,0.15602237,
2674,45.758717,20.672798,2.8888888,1.3521606,0.15602237,
2675,26.266693,3.4355628,2.4,1.2902777,0.052429408,
2676,23.742956,2.478474,2.3333333,1.3425926,0.01309457,
2677,24.371311,2.508191,2.3333333,1.3333334,0,
2678,23.835411,2.8765738,2.375,1.375,0,
2679,24.142262,3.0081794,2.375,1.375,0,
2680,24.465454,3.1480043,2.375,1.28125,0.044194173,
2681,28.655256,5.8185205,2.7142856,1.315873,0.117423534,
2682,27.57931,3.242065,2.5714285,1.376984,0.04557651,
2683,25.2179,1.611811,2.4285715,1.361111,0.003968239,
2684,25.84472,5.021297,2.6666667,1.3854166,0.083222605,
2685,25.42466,4.9815817,2.6666667,1.4652777,0.105900876,
2686,25.568197,4.689924,2.6666667,1.4837962,0.08738235,
2687,25.768534,4.3545675,2.6666667,1.4837962,0.08738235,
2688,28.441782,8.356573,2.8333333,1.5115741,0.12666605,
2689,25.787188,3.6915863,2.6666667,1.4837962,0.08738235,
2690,26.026327,3.4227927,2.6666667,1.4837962,0.08738235,
2691,26.21948,3.259037,2.6666667,1.4837962,0.08738235,
2692,26.578749,3.1693509,2.6666667,1.4837962,0.08738235,
2693,22.00387,0.87605006,2.3333333,1.3333334,0,
2694,22.238846,0.9831338,2.3333333,1.3333334,0,
2695,22.661324,1.0051817,2.3333333,1.2731482,0.034952942,
2696,23.233572,1.0102068,2.3333333,1.2546296,0.004629612,
2697,25.356283,0.97928476,2.2857144,1.1289682,0.07489915,
2698,27.280344,0.8906222,2.25,1.0625,0.06629126,
2699,26.226078,0.844827,2.2857144,1.0535715,0.05357143,
2700,24.637756,0.9070349,2.3333333,1.0625,0.0625,
2701,22.72276,1.3333404,2.125,1.0104166,0.014731391,
2702,22.082533,1.2666264,2.125,1.0208334,0.02946278,
2703,23.229338,1.1026312,2.1111112,1.0185186,0.02618914,
2704,22.826933,1.1213355,2.1111112,1.0185186,0.02618914,
2705,22.467934,1.1913636,2.1111112,1.0185186,0.02618914,
2706,26.674852,2.2762954,2.3333333,1.0364197,0.044871062,
2707,25.923923,2.2569828,2.3333333,1.0419754,0.051557068,
2708,25.489197,2.2425559,2.3333333,1.0419754,0.051557068,
2709,25.193834,2.227302,2.3333333,1.0419754,0.051557068,
2710,25.116114,2.2306948,2.3333333,1.0419754,0.051557068,
2711,21.285053,6.46E-06,2,1,0,
2712,22.313738,4.68E-06,2,1,0,
2713,22.533653,5.25E-06,2,1,0,
2714,22.895384,4.27E-06,2,1,0,
2715,25.333387,2.3641448,2.0833333,1.0069445,0.009820928,
2716,25.21956,2.3541007,2.0833333,1.0138888,0.019641854,
2717,25.05911,2.3177788,2.0833333,1.0138888,0.019641854,
2718,25.03716,2.2211254,2.0833333,1.0138888,0.019641854,
2719,23.999968,2.3182065,2.090909,1.0151515,0.021427477,
2720,23.83805,2.212547,2.090909,1.0151515,0.021427477,
2721,24.061993,2.1074848,2.090909,1.0151515,0.021427477,
2722,25.893854,1.949382,2.1818182,1.0284091,0.029523592,
2723,25.31185,1.9700085,2.2,1.03125,0.032475952,
2724,25.367226,1.8211559,2.1818182,1.0340909,0.03409091,
2725,24.624592,1.8183132,2.1818182,1.0340909,0.03409091,
2726,27.444277,3.4663894,2.3636363,1.0625,0.063614495,
2727,26.650158,3.5727365,2.3636363,1.0681819,0.06818182,
2728,25.943806,3.7078607,2.3636363,1.0681819,0.06818182,
2729,25.484034,3.8622284,2.3636363,1.0681819,0.06818182,
2730,23.542938,3.1332247,2.2727273,1.0568181,0.06623213,
2731,21.948687,2.9758034,2.1818182,1.0378789,0.053568695,
2732,21.923904,2.8903716,2.1818182,1.030303,0.042854954,
2733,22.075665,2.8081892,2.1818182,1.0833333,0.03998422,
2734,20.269457,1.1396489,2.090909,1.0909091,0,
2735,20.820118,1.0813396,2.090909,1.0909091,0,
2736,19.825949,1.0810747,2.1,1.1,0,
2737,20.4538,0.96652955,2.1,1.1,0,
2738,21.352661,0.82194585,2.1,1.1,0,
2739,24.510765,1.9035963,2.375,1.1640625,0.04059494,
2740,27.760275,4.9753523,2.625,1.2109375,0.087469935,
2741,31.183554,7.139247,2.75,1.2395833,0.123212785,
2742,37.328083,12.828931,3.125,1.2595485,0.22766736,
2743,37.15281,12.714225,3.125,1.2743056,0.2405718,
2744,35.483395,13.927681,3.142857,1.390873,0.23254964,
2745,35.371346,13.335065,3.142857,1.4027778,0.21571377,
2746,35.26561,14.919327,3.3333333,1.4699074,0.25166607,
2747,35.05274,14.135234,3.3333333,1.392361,0.23867358,
2748,34.894955,13.323577,3.3333333,1.3819443,0.22678371,
2749,34.39614,10.817839,3.142857,1.3273809,0.19438604,
2750,36.560722,14.382507,2.875,1.2052083,0.1568634,
2751,33.249874,12.578657,2.75,1.184375,0.12740062,
2752,32.600086,12.373383,2.75,1.2425346,0.1421698,
2753,23.036457,6.2198005,2.625,1.2925347,0.12132917,
2754,22.822187,5.7440605,2.625,1.2847222,0.11241176,
2755,22.940287,5.2740865,2.625,1.2847222,0.11241176,
2756,23.237438,4.836595,2.625,1.3402778,0.06249999,
2757,23.693575,4.432594,2.625,1.3628472,0.05034721,
2758,24.278612,4.126863,2.625,1.3628472,0.05034721,
2759,25.158045,3.8138478,2.625,1.3628472,0.05034721,
2760,26.244534,3.5276132,2.625,1.4149306,0.058903135,
2761,23.71069,3.7604635,2.5714285,1.4642857,0.050507627,
2762,24.979918,3.4600613,2.5714285,1.4523809,0.033671748,
2763,30.641405,7.291448,3,1.6377316,0.116639756,
2764,28.38253,4.8668604,2.8333333,1.7083334,0.058925558,
2765,32.07125,6.768583,3,1.6574074,0.0938785,
2766,29.165894,4.768851,2.8333333,1.6157408,0.04391332,
2767,29.426699,4.9066563,2.8333333,1.4768518,0.08319703,
2768,30.54813,4.3445334,2.7142856,1.4087301,0.071311735,
2769,31.05903,4.5370345,2.7142856,1.344246,0.15763219,
2770,31.781918,7.9311686,2.7142856,1.3194444,0.14224266,
2771,29.206728,5.510841,2.7142856,1.2876985,0.102392025,
2772,28.747862,6.0946937,2.7142856,1.295635,0.11613846,
2773,29.066132,5.7448735,2.625,1.2586806,0.10162115,
2774,28.60534,5.8982344,2.625,1.2586806,0.10162115,
2775,28.27258,5.931088,2.625,1.2586806,0.10162115,
2776,25.443293,4.7023416,2.5714285,1.3095237,0.0412393,
2777,25.329565,7.9320545,2.6666667,1.3252314,0.1178767,
2778,25.941835,8.148082,2.6666667,1.3449074,0.12666605,
2779,26.712072,8.244617,2.6666667,1.2777778,0.12767206,
2780,28.34143,7.0328984,2.5714285,1.220238,0.087243184,
2781,27.823437,3.4884436,2.375,1.171875,0.046875,
2782,28.44532,2.8043725,2.3333333,1.1527778,0.041666668,
2783,26.00976,0.65337217,2.1,1.1,0,
2784,26.325068,0.5474814,2.1,1.1,0,
2785,27.35801,0.4304184,2.090909,1.0909091,0,
2786,26.612753,0.50702006,2.1,1.1,0,
2787,27.195951,0.47817656,2.090909,1.0227273,0.032141216,
2788,27.086718,0.5096457,2.090909,1.0227273,0.032141216,
2789,28.517796,2.854307,2.3,1.0395834,0.044261064,
2790,28.770203,2.7176757,2.2727273,1.0492424,0.05551839,
2791,30.188843,3.989038,2.3636363,1.0568181,0.06623213,
2792,29.867743,4.2197204,2.3636363,1.0643939,0.07694587,
2793,28.6122,4.2783437,2.2727273,1.0454545,0.064282425,
2794,28.355377,4.4631405,2.2727273,1.0454545,0.064282425,
2795,28.119911,4.609677,2.2727273,1.0454545,0.064282425,
2796,29.153011,4.5106606,2.5,1.0661111,0.087524414,
2797,28.26381,5.1433578,2.5555556,1.0790124,0.103935346,
2798,27.986715,5.2428665,2.5555556,1.0790124,0.103935346,
2799,28.551373,4.7984,2.5,1.1116667,0.111171685,
2800,25.659658,3.6254833,2.4,1.1,0.09188323,
2801,23.80873,4.1513586,2.4444444,1.1111112,0.102092475,
2802,23.241844,4.2502875,2.4444444,1.1111112,0.102092475,
2803,22.72744,4.3228073,2.4444444,1.1111112,0.102092475,
2804,22.597391,4.3542666,2.4444444,1.1111112,0.102092475,
2805,22.422804,4.3695927,2.4444444,1.1111112,0.102092475,
2806,22.357533,4.354727,2.4444444,1.1530863,0.093515545,
2807,22.095205,4.312018,2.4444444,1.1216049,0.11162444,
2808,22.005217,4.33589,2.4444444,1.1111112,0.102092475,
2809,23.477133,4.1925144,2.5555556,1.1111112,0.107978344,
2810,23.864212,4.1674213,2.5555556,1.1111112,0.107978344,
2811,25.116703,3.6776216,2.6666667,1.1296296,0.1227519,
2812,26.618383,3.2450917,2.6,1.1211112,0.11471436,
2813,27.080841,3.1349578,2.6,1.2083333,0.10516304,
2814,27.561914,3.0127084,2.6,1.3015277,0.08511048,
2815,27.1025,3.2397614,2.6666667,1.3589506,0.08856152,
2816,27.509157,3.1616867,2.6666667,1.3932099,0.10604038,
2817,27.890245,3.123659,2.6666667,1.4023148,0.10965658,
2818,40.448742,11.215066,3.4285715,1.4087301,0.25112948,
2819,43.96858,17.160757,3.8333333,1.5029579,0.3181692,
2820,43.808865,13.247342,3.5714285,1.4940478,0.16876842,
2821,41.2753,7.954464,3.25,1.371441,0.094843514,
2822,42.771046,9.641455,3.375,1.4036458,0.13690338,
2823,42.564922,9.739217,3.375,1.4143229,0.14774537,
2824,42.504566,9.896378,3.375,1.4356389,0.15543555,
2825,47.188206,14.033036,4,1.4672282,0.19648828,
2826,46.529354,14.031346,4,1.445934,0.1935097,
2827,45.8768,13.960492,4,1.4441757,0.19184902,
2828,45.2654,13.902469,4,1.4441757,0.19184902,
2829,43.241093,15.322457,3.857143,1.4494444,0.19720829,
2830,28.9601,6.4389324,2.8888888,1.4276543,0.17444952,
2831,30.089653,7.7143707,3,1.4060494,0.22394061,
2832,29.518412,7.503652,3,1.3590535,0.18046212,
2833,26.596813,5.9684668,2.8888888,1.3810443,0.13740562,
2834,25.965816,5.750656,2.8888888,1.3903035,0.1391455,
2835,36.18952,17.523289,2.9,1.373512,0.14598487,
2836,37.373055,19.071922,3,1.3776786,0.13701104,
2837,37.019646,19.140896,3,1.352381,0.14392313,
2838,37.1827,19.22775,3,1.3488095,0.14012249,
2839,37.42652,19.371387,3,1.3613095,0.17798902,
2840,36.301197,17.005665,2.9,1.3529762,0.14263368,
2841,26.446634,3.8221984,2.7,1.3213888,0.14439693,
2842,24.884308,4.2227783,2.5454545,1.2941918,0.09051805,
2843,25.09848,4.7074256,2.5454545,1.294192,0.09051805,
2844,25.67375,5.2697377,2.5454545,1.294192,0.09051805,
2845,24.563524,7.0971622,2.6666667,1.3148149,0.11130384,
2846,24.507755,7.5710754,2.6666667,1.300926,0.09404495,
2847,21.843748,5.108875,2.4444444,1.2592592,0.05237828,
2848,19.94188,3.755878,2.3333333,1.2407407,0.02618914,
2849,19.932951,3.8043277,2.3333333,1.2407407,0.02618914,
2850,15.179652,1.0028387,2.1111112,1.1111112,0,
2851,15.106273,1.0026721,2.1111112,1.1111112,0,
2852,18.516117,2.0484447,2.375,1.1020833,0.056056764,
2853,22.726034,3.0187395,2.4444444,1.1166667,0.06821633,
2854,24.050095,2.7673173,2.4,1.1133335,0.07317981,
2855,23.916044,2.8482413,2.4,1.1133335,0.07317981,
2856,24.335672,3.0251791,2.4,1.1133335,0.07317981,
2857,24.451809,3.154697,2.4,1.1133335,0.07317981,
2858,25.660126,2.9787085,2.3636363,1.1030303,0.0665271,
2859,25.861364,3.0023038,2.3636363,1.1030303,0.0665271,
2860,26.071852,2.9905717,2.3636363,1.1030303,0.0665271,
2861,26.350672,2.9364312,2.3636363,1.1267676,0.080680035,
2862,31.478933,7.527453,2.7,1.1805556,0.11627452,
2863,33.998657,9.744306,2.8888888,1.270679,0.103103794,
2864,35.78047,12.288366,3.125,1.3489583,0.13992363,
2865,35.202103,13.804797,3.2857144,1.4107143,0.1767486,
2866,34.197563,13.564322,3.2857144,1.3515873,0.26593468,
2867,28.259989,10.106794,2.875,1.3319445,0.2124763,
2868,26.09019,9.269243,2.75,1.3854166,0.102704674,
2869,25.87726,8.801945,2.75,1.3784722,0.09186055,
2870,25.224463,8.649179,2.75,1.3784722,0.09186055,
2871,26.364119,9.064262,2.875,1.4340279,0.1565842,
2872,26.222761,9.007967,2.875,1.4020834,0.1510645,
2873,27.35136,7.783968,2.7777777,1.4001544,0.12533735,
2874,29.457909,8.446247,2.8888888,1.4260802,0.13841245,
2875,33.23551,11.577995,3.25,1.5262153,0.202589,
2876,33.509285,11.928117,3.375,1.5434028,0.21199407,
2877,34.219254,13.076386,3.5,1.5243056,0.23448649,
2878,34.42841,10.6657715,3.5,1.5454861,0.24017972,
2879,36.11771,12.175,3.625,1.7112848,0.26031673,
2880,35.953102,11.80803,3.625,1.7659723,0.26355225,
2881,35.97636,11.425164,3.625,1.8180555,0.27210817,
2882,36.19519,11.107353,3.625,1.8635417,0.27974373,
2883,36.6237,10.951986,3.625,1.8690971,0.2825097,
2884,31.13469,9.705576,3.375,1.8940972,0.23522913,
2885,31.256445,9.906006,3.375,1.9244791,0.23256749,
2886,28.81308,8.200486,3.4285715,2.1053572,0.20756055,
2887,29.12707,8.31636,3.4285715,1.9865078,0.14139485,
2888,29.644989,8.526072,3.4285715,1.9289683,0.21499191,
2889,30.190458,8.8527,3.4285715,1.9130952,0.20438923,
2890,27.075375,6.7465086,3,1.7520833,0.06666667,
2891,26.76149,6.6166553,3,1.7784722,0.08147227,
2892,26.805552,6.6116953,3,1.7402778,0.094158046,
2893,26.931175,6.5982003,3,1.7291666,0.08539125,
2894,27.238985,6.541721,3,1.5944444,0.12371392,
2895,30.86383,7.7500424,3.4285715,1.6041666,0.09997692,
2896,31.772251,7.920714,3.4285715,1.6289682,0.10775173,
2897,34.05528,8.829047,3.5714285,1.6210318,0.101572834,
2898,33.463444,8.965262,3.4285715,1.6434772,0.11745111,
2899,33.58703,9.826116,3.2857144,1.6309525,0.17191283,
2900,33.620384,10.095796,3.2857144,1.6428573,0.18874872,
2901,33.669292,10.434913,3.2857144,1.6428573,0.18874872,
2902,33.65524,12.567796,3.2857144,1.5914685,0.2463645,
2903,31.009098,9.358645,3.142857,1.5595238,0.20684226,
2904,31.772175,7.8855734,3,1.5625001,0.17703971,
2905,30.924946,6.9325037,2.875,1.4881945,0.12961364,
2906,35.183865,9.647914,3.5,1.692361,0.16898344,
2907,34.78505,9.336555,3.5,1.7152778,0.15538885,
2908,34.4259,9.013937,3.5,1.7152778,0.15538885,
2909,34.137268,8.696601,3.5,1.6162037,0.25939104,
2910,27.08543,5.8566017,2.857143,1.5269841,0.14840053,
2911,26.39294,5.7255363,2.857143,1.5345238,0.14815845,
2912,28.52439,6.081486,2.875,1.4500868,0.15800121,
2913,28.523048,5.5188165,2.7777777,1.3895319,0.13441795,
2914,27.975592,5.7943673,2.7777777,1.374357,0.12127352,
2915,27.514627,6.1284204,2.7777777,1.374357,0.12127352,
2916,27.379555,6.4849677,2.7777777,1.374357,0.12127352,
2917,27.460281,6.884581,2.7777777,1.4097221,0.120030604,
2918,26.098541,5.534836,2.6666667,1.4351852,0.06510391,
2919,26.797607,5.801698,2.6666667,1.4290124,0.055464685,
2920,27.406898,6.111181,2.6666667,1.4290124,0.055464685,
2921,57.979286,12.394826,3.142857,1.2482994,0.14053325,
2922,58.697273,12.707064,3.142857,1.1241497,0.16625334,
2923,27.571049,7.421777,2.625,1.1041666,0.14731391,
2924,30.452095,7.901385,2.75,1.1223958,0.15844606,
2925,32.503124,8.380561,2.6666667,1.1157407,0.14642322,
2926,32.91783,6.8562655,2.5454545,1.094697,0.11980081,
2927,25.87816,2.509868,2.1666667,1.0277778,0.039283708,
2928,25.218058,2.3514247,2.1666667,1.0277778,0.039283708,
2929,24.520678,2.303876,2.1666667,1.0277778,0.039283708,
2930,24.015566,2.2406688,2.1666667,1.0277778,0.039283708,
2931,23.573404,2.2357676,2.1666667,1.0277778,0.039283708,
2932,25.916533,3.930597,2.3636363,1.0587121,0.072378546,
2933,23.388756,2.9810731,2.2727273,1.0492424,0.05551839,
2934,23.06591,3.0366366,2.2727273,1.1022727,0.05264765,
2935,23.243553,3.14541,2.2727273,1.125,0.03409091,
2936,22.211912,3.593169,2.3,1.1375,0.0375,
2937,22.660656,5.1162186,2.3,1.1250001,0.035355337,
2938,23.181776,4.8016715,2.3,1.1333333,0.04714045,
2939,24.030153,4.4872174,2.3,1.1333333,0.04714045,
2940,22.955345,3.0144622,2.2,1.1166666,0.023570225,
2941,23.322554,2.86342,2.2,1.1166666,0.023570225,
2942,22.35981,3.050774,2.2222223,1.1296296,0.02618914,
2943,23.746548,4.8377333,2.375,1.1562499,0.044194173,
2944,24.485283,4.7306614,2.375,1.1666666,0.05892556,
2945,26.740294,5.286556,2.8333333,1.2337962,0.07708716,
2946,27.24794,5.107356,2.8333333,1.2469136,0.08400223,
2947,27.966682,5.038247,2.8333333,1.283179,0.09229955,
2948,32.65893,7.9670258,3,1.337963,0.14314987,
2949,32.98412,8.199616,3,1.337963,0.14314987,
2950,33.573914,8.314131,3,1.337963,0.14314987,
2951,34.26749,8.42688,3,1.337963,0.14314987,
2952,35.19389,8.17649,3,1.337963,0.14314987,
2953,36.504795,11.558229,3.5,1.5069444,0.21472481,
2954,36.36061,10.665653,3.5,1.5069444,0.21472481,
2955,35.676037,10.349174,3.5,1.5069444,0.21472481,
2956,34.454643,7.925254,3.2,1.4055555,0.17177984,
2957,32.345695,7.1080422,3,1.4888889,0.179358,
2958,32.180965,6.0096016,2.8333333,1.4148148,0.15107177,
2959,31.320274,6.0670266,2.8333333,1.4148148,0.15107177,
2960,30.8816,6.198395,2.8333333,1.4148148,0.15107177,
2961,30.650412,6.436978,2.8333333,1.4655093,0.17869706,
2962,30.490492,6.6578,2.8333333,1.4791666,0.18339835,
2963,26.40384,4.186595,2.6666667,1.451389,0.14411464,
2964,27.920725,5.782438,2.8333333,1.3942901,0.16267876,
2965,28.538946,5.9425797,2.8333333,1.4959491,0.15046407,
2966,29.114914,5.892351,2.8333333,1.509838,0.15805818,
2967,29.79229,6.0308414,2.8333333,1.494213,0.15034717,
2968,30.477951,6.1154847,2.8333333,1.494213,0.15034717,
2969,31.326101,5.9875607,2.8333333,1.3553241,0.18963088,
2970,31.72678,7.0081573,3,1.4263889,0.22755706,
2971,32.88079,6.97369,3,1.374074,0.207248,
2972,33.433186,8.739957,3.25,1.4505208,0.24622115,
2973,34.661827,8.850631,3.25,1.5405092,0.13013199,
2974,59.281193,17.05547,4.5,1.5130208,0.20195818,
2975,58.902206,16.814625,4.5,1.5416667,0.2257904,
2976,58.870045,16.688206,4.5,1.4774306,0.21327338,
2977,58.83695,16.638493,4.5,1.4473379,0.2035695,
2978,43.881714,15.684583,3.1666667,1.4444445,0.19140129,
2979,30.479906,7.218245,2.5,1.2916666,0.05892556,
2980,30.192562,6.218689,2.4444444,1.2592592,0.05237828,
2981,29.458113,6.09741,2.4444444,1.2592592,0.05237828,
2982,28.53904,6.0065556,2.4444444,1.2592592,0.05237828,
2983,27.60933,5.978403,2.4444444,1.2592592,0.05237828,
2984,26.691057,5.9028897,2.4444444,1.2592592,0.05237828,
2985,22.58482,4.807575,2.375,1.2708333,0.02946278,
2986,22.230673,4.695658,2.375,1.2708333,0.02946278,
2987,22.230917,4.5714455,2.375,1.1874999,0.08838834,
2988,25.111313,5.9605546,2.5,1.1875,0.08838834,
2989,26.973083,5.1757474,2.4444444,1.1666666,0.078567415,
2990,27.520779,5.1170254,2.4444444,1.1666666,0.078567415,
2991,26.007257,3.1104321,2.3333333,1.1481481,0.05237828,
2992,28.742485,5.1068144,2.4444444,1.1666666,0.078567415,
2993,28.995047,4.961898,2.4444444,1.1666666,0.078567415,
2994,33.108116,8.032179,2.75,1.2229167,0.104853496,
2995,33.013466,8.200412,2.75,1.2291666,0.11121681,
2996,31.291534,6.702613,2.625,1.3151041,0.09998658,
2997,28.402313,6.050473,2.5,1.3020833,0.073656954,
2998,28.453674,5.8281612,2.5,1.2916666,0.05892556,
2999,28.824085,5.6684766,2.5,1.2916666,0.05892556,
3000,28.280926,6.237296,2.5714285,1.2380952,0.13468699,
3001,25.913874,4.795771,2.4285715,1.1904762,0.067343496,
3002,29.322575,4.6311994,2.7142856,1.3214285,0.06938604,
3003,29.482351,4.521337,2.7142856,1.2440475,0.120914936,
3004,27.070835,3.2198844,2.5714285,1.3273809,0.07040731,
3005,27.262028,3.242844,2.5714285,1.2113094,0.080065966,
3006,27.536554,3.4326828,2.5714285,1.220238,0.087243184,
3007,23.558,2.8347914,2.5,1.2291666,0.0625,
3008,23.552856,3.1248312,2.5,1.2291666,0.0625,
3009,26.764044,5.2921615,2.6666667,1.3206018,0.10183409,
3010,36.369198,10.991626,3.4,1.39,0.24349518,
3011,36.1443,9.223735,3.1666667,1.35,0.20464899,
3012,35.738735,9.26938,3.1666667,1.2805555,0.1983426,
3013,35.468594,9.345833,3.1666667,1.3120371,0.22321033,
3014,35.475735,9.358047,3.1666667,1.3277777,0.23582137,
3015,35.609684,9.385704,3.1666667,1.3277777,0.23582137,
3016,45.10479,23.101152,3.6,1.3277777,0.35607827,
3017,44.874622,18.181677,3.1666667,1.347608,0.3122412,
3018,43.149464,15.1495,3,1.2863756,0.26001874,
3019,46.692986,19.053661,2.857143,1.2625662,0.22634697,
3020,48.172855,21.965088,3,1.3063271,0.26407146,
3021,47.369583,21.745,3,1.3063271,0.26407146,
3022,44.973972,18.486242,2.857143,1.2625662,0.22634697,
3023,44.463463,18.418756,2.857143,1.1871692,0.20501924,
