 Time Step, Mean Dist, StdDev Mean Dist, Mean Cluster Size, Mean SD Est, StdDev Mean SD Est,
870,30.733595,8.927824,2.6666667,1.2839506,0.089877896,
871,30.519636,9.180509,2.6666667,1.2932099,0.09572878,
872,29.116592,10.72336,2.75,1.3298612,0.10769487,
873,20.630959,2.8947806,2.3333333,1.3518519,0.01309457,
874,20.130556,2.989341,2.3333333,1.3333334,0,
875,19.726458,3.061351,2.3333333,1.3333334,0,
876,19.002558,3.168303,2.3333333,1.3333334,0,
877,19.138952,3.417454,2.3333333,1.3333334,0,
878,19.058863,3.6927485,2.3333333,1.25,0.039283708,
879,19.168512,3.940592,2.3333333,1.2407408,0.02618914,
880,22.297836,3.9336252,2.625,1.2686632,0.070109926,
881,23.19615,4.0127797,2.625,1.291522,0.07537671,
882,22.4204,4.695358,2.7142856,1.2830688,0.09961995,
883,23.269833,4.867203,2.7142856,1.271164,0.0941758,
884,31.283838,10.079246,3.3333333,1.4656636,0.22733833,
885,31.721212,9.818611,3.3333333,1.4945987,0.23653781,
886,32.23278,9.547072,3.3333333,1.4945987,0.23653781,
887,26.612547,6.0282316,2.857143,1.4801587,0.1317945,
888,27.745327,5.1270537,2.75,1.4496528,0.098471746,
889,31.99574,8.286833,3.142857,1.5585318,0.15893336,
890,31.970901,8.520873,3.142857,1.5674603,0.16611056,
891,35.03828,11.3029175,3.2857144,1.579365,0.18294644,
892,35.057148,11.740023,3.2857144,1.5912697,0.19978233,
893,33.943844,11.338338,3.142857,1.5734127,0.19671853,
894,24.851643,6.8259964,2.625,1.3576388,0.06239777,
895,23.234156,4.8351507,2.5,1.2803819,0.10846537,
896,24.560556,4.2301035,2.4444444,1.2299383,0.08444403,
897,24.64383,4.0347676,2.4444444,1.2299383,0.08444403,
898,24.828812,3.7962794,2.4444444,1.2299383,0.08444403,
899,26.710112,6.515147,2.5555556,1.2391975,0.097538605,
900,26.879112,6.201206,2.5555556,1.2484568,0.11063317,
901,27.097496,5.945994,2.5555556,1.2484568,0.11063317,
902,27.367105,5.629301,2.5555556,1.2484568,0.11063317,
903,27.57155,5.3508396,2.5555556,1.2484568,0.11063317,
904,28.449982,4.5939956,2.5,1.2236111,0.09956986,
905,24.240126,1.861761,2.1818182,1.1060605,0.021427477,
906,23.20844,0.57672316,2.0833333,1.0833334,0,
907,24.254557,2.2328138,2.1666667,1.0972222,0.019641854,
908,24.599741,2.206555,2.1538463,1.0897435,0.018130941,
909,24.006186,2.3433626,2.1538463,1.0897435,0.018130941,
910,23.553926,2.482038,2.1538463,1.025641,0.036261883,
911,23.014091,2.612877,2.1538463,1.025641,0.036261883,
912,22.639538,2.7209907,2.1538463,1.025641,0.036261883,
913,22.758274,2.7798681,2.1538463,1.025641,0.036261883,
914,22.921553,2.7815325,2.1538463,1.025641,0.036261883,
915,22.023806,1.1927129,2.0769231,1.0128205,0.018130941,
916,24.183334,5.2843304,2.25,1.0347222,0.049104635,
917,26.768244,7.6927724,2.4545455,1.0719697,0.087659605,
918,26.554945,7.7734,2.4545455,1.0795455,0.09837334,
919,26.330544,7.823222,2.4545455,1.0795455,0.09837334,
920,24.65055,6.719618,2.3636363,1.0643939,0.07694587,
921,25.652481,6.024409,2.3333333,1.0590278,0.070533715,
922,26.157598,5.7939124,2.3333333,1.0590278,0.070533715,
923,28.192472,5.4700103,2.4166667,1.0711805,0.07795515,
924,26.079344,3.5030973,2.2307692,1.0416666,0.0469771,
925,25.770926,3.6121666,2.25,1.0451388,0.050891858,
926,27.590622,4.167936,2.3333333,1.0520834,0.060712785,
927,27.56607,4.388924,2.3636363,1.0643939,0.07694586,
928,27.655514,4.6504836,2.4,1.104861,0.09045842,
929,28.44127,6.7986584,2.5555556,1.1311728,0.105827376,
930,28.372772,7.4190564,2.625,1.2274306,0.12713666,
931,30.001236,7.0896454,2.625,1.2690972,0.09678676,
932,30.15689,6.8022413,2.625,1.2847222,0.11241176,
933,30.443375,6.4803915,2.625,1.2847222,0.11241176,
934,30.982777,6.298754,2.625,1.2847222,0.11241176,
935,36.42557,5.363151,3,1.2264739,0.07466108,
936,37.126286,5.3647275,3,1.2406462,0.06583521,
937,38.531788,6.2875943,3.1666667,1.280754,0.076807745,
938,39.227783,6.3481383,3.1666667,1.280754,0.076807745,
939,40.338806,7.8633776,3.4,1.3369048,0.09216929,
940,32.622963,9.650864,3,1.613889,0.10412576,
941,32.959965,8.003568,2.8333333,1.3981482,0.16225213,
942,32.707813,8.088464,2.8333333,1.3796296,0.14988235,
943,32.33093,8.209388,2.8333333,1.3796296,0.14988235,
944,29.787903,5.6639867,2.5714285,1.295635,0.108570896,
945,29.62699,5.705578,2.5714285,1.295635,0.108570896,
946,26.529694,3.617155,2.4285715,1.404762,0.016835876,
947,26.61604,3.3127685,2.4285715,1.4285715,0,
948,25.214712,3.659292,2.5,1.5,0,
949,26.72479,3.0234454,2.4285715,1.4285715,0,
950,26.783247,3.048555,2.4285715,1.4285715,0,
951,30.925043,3.5082676,2.8333333,1.378858,0.027181955,
952,30.901407,3.9091177,2.8333333,1.3919753,0.024006696,
953,33.15272,5.211622,3,1.4197531,0.06329041,
954,33.23689,5.356795,3,1.4197531,0.06329041,
955,33.40105,5.447824,3,1.4753085,0.13179828,
956,33.65555,7.1062927,3.2,1.4055555,0.17177984,
957,35.89092,8.226823,3.4,1.4222223,0.19535008,
958,36.032528,8.388446,3.4,1.5037037,0.20869127,
959,31.854258,4.9250984,2.7142856,1.3412699,0.08865748,
960,31.039467,5.317583,2.8333333,1.3888888,0.08739623,
961,26.484398,2.716346,2.6666667,1.361111,0.048112515,
962,24.029917,2.7424252,2.5,1.361111,0.039283708,
963,23.467047,3.0469148,2.5,1.361111,0.039283708,
964,25.102415,2.5716138,2.4285715,1.3095238,0.033671748,
965,26.97025,5.5777793,2.5714285,1.2777778,0.09814824,
966,29.320177,5.4705176,2.857143,1.3940145,0.13431373,
967,28.956577,5.613509,2.857143,1.3622684,0.18959484,
968,29.512108,4.135172,2.75,1.333507,0.12625122,
969,29.075289,4.0605597,2.75,1.3413194,0.13253129,
970,28.798824,4.156169,2.75,1.3413194,0.13253129,
971,28.742382,4.2474422,2.75,1.3413194,0.13253129,
972,28.096636,5.0875463,2.857143,1.3900794,0.15146433,
973,24.89812,2.9616287,2.5,1.2944444,0.085656285,
974,23.762096,3.4981937,2.5714285,1.3365079,0.097892895,
975,25.478289,3.1441512,2.5,1.2944444,0.085656285,
976,28.629683,5.1499453,2.5555556,1.3574075,0.05218845,
977,28.46183,5.162968,2.5555556,1.2955247,0.11025372,
978,27.582764,5.7786913,2.625,1.3152778,0.11511907,
979,27.440462,5.718088,2.625,1.3152778,0.11511907,
980,27.393028,5.661753,2.625,1.3152778,0.11511907,
981,25.133728,3.7022843,2.5,1.1902778,0.11511907,
982,25.18961,3.759531,2.5,1.1902778,0.11511907,
983,27.93564,6.5304003,2.625,1.2006944,0.12985046,
984,27.992496,6.731239,2.625,1.2111112,0.14458185,
985,28.252851,6.846715,2.625,1.2111112,0.14458185,
986,28.596312,6.8287735,2.625,1.2697917,0.08231092,
987,26.655684,5.8731527,2.5714285,1.2916667,0.04964366,
988,25.855225,6.5971055,2.6666667,1.3402778,0.057917606,
989,22.308084,3.8393424,2.3333333,1.1805555,0.10891935,
990,22.546766,3.9422379,2.3333333,1.150463,0.08738235,
991,24.555923,3.504617,2.2857144,1.1289682,0.07489915,
992,26.864546,3.4380317,2.4285715,1.1309524,0.0718243,
993,24.442709,1.0694823,2.125,1.1354166,0.01473139,
994,26.704617,4.6120324,2.25,1.1354167,0.014731391,
995,27.229628,4.4955077,2.25,1.1458333,0.02946278,
996,24.31223,1.3665907,2.142857,1.1428572,0,
997,25.693367,1.2263106,2.125,1.125,0,
998,25.775555,1.2255968,2.125,1.125,0,
999,26.144104,1.2145956,2.125,1.125,0,
1000,25.070415,1.3307998,2.142857,1.1428572,0,
1001,25.338964,1.2959325,2.142857,1.0238096,0.033671748,
1002,25.623402,1.2739193,2.142857,1.0238096,0.033671748,
1003,23.23827,6.03E-06,2,1,0,
1004,23.576138,6.70E-06,2,1,0,
1005,22.20571,3.11E-06,2,1,0,
1006,22.822733,3.92E-06,2,1,0,
1007,23.601387,3.45E-06,2,1,0,
1008,24.348047,4.49E-06,2,1,0,
1009,22.776173,5.81E-06,2,1,0,
1010,23.000635,5.45E-06,2,1,0,
1011,23.016457,6.58E-06,2,1,0,
1012,23.227718,3.76E-06,2,1,0,
1013,23.58403,1.62E-06,2,1,0,
1014,24.101791,4.07E-06,2,1,0,
1015,24.59616,1.62E-06,2,1,0,
1016,24.85949,6.91E-06,2,1,0,
1017,25.252432,4.64E-06,2,1,0,
1018,25.772678,3.32E-06,2,1,0,
1019,24.251347,3.37E-07,2,1,0,
1020,24.9797,4.93E-06,2,1,0,
1021,25.659134,2.16E-06,2,1,0,
1022,26.354645,5.44E-06,2,1,0,
1023,27.097008,3.28E-06,2,1,0,
1024,32.21191,2.25709,2.2,1.0166667,0.023570227,
1025,32.349174,2.476641,2.2,1.0333333,0.04714045,
1026,32.63611,2.6862435,2.2,1.0333333,0.04714045,
1027,40.07518,8.282794,2.75,1.1,0.08477912,
1028,40.006657,8.208468,2.75,1.125,0.1045825,
1029,31.103092,1.9477129,2.25,1.0416666,0.05892556,
1030,30.163395,1.975721,2.25,1.0416666,0.05892556,
1031,32.951096,6.0609074,2.4,1.0666666,0.0942809,
1032,31.576336,5.7882524,2.4,1.0666666,0.0942809,
1033,26.997534,3.961963,2.2,1.0333333,0.04714045,
1034,28.00185,2.588817,2.142857,1.0238096,0.033671748,
1035,26.68426,2.3479102,2.142857,1.0238096,0.033671748,
1036,25.434706,2.0915332,2.142857,1.0238096,0.033671748,
1037,24.386305,1.8734044,2.142857,1.0238096,0.033671748,
1038,23.684986,1.682356,2.142857,1.0238096,0.033671748,
1039,40.26861,15.326691,2.4285715,1.0142857,0.09202928,
1040,37.65337,14.003799,2.5714285,1.0261905,0.10886516,
1041,37.89877,16.238316,2.6666667,1.0444444,0.14665121,
1042,37.833725,16.108305,2.6666667,1.0444444,0.14665121,
1043,25.950653,4.662872,2.3333333,1.0694444,0.09820927,
1044,29.002466,8.149223,2.5,1.0833333,0.117851116,
1045,29.735323,7.0160522,2.4285715,1.0714285,0.10101525,
1046,29.238712,7.0119944,2.4285715,1.0714285,0.10101525,
1047,31.165682,10.529313,2.5714285,1.0833333,0.11785112,
1048,27.742228,8.399382,2.4285715,1.1666667,0.08417938,
1049,28.268335,7.351041,2.375,1.1666666,0.05892556,
1050,30.367044,7.724249,2.5,1.154514,0.12446232,
1051,30.805483,7.623783,2.5,1.0963541,0.114717975,
1052,35.005814,8.876374,2.857143,1.1054422,0.090025626,
1053,32.369915,6.022991,2.7142856,1.0918367,0.05993541,
1054,32.735874,5.8376856,2.7142856,1.0918367,0.05993541,
1055,29.792048,6.1548567,2.375,1.078125,0.09106918,
1056,27.234896,4.540313,2.25,1.0416666,0.05892556,
1057,27.51028,4.30671,2.25,1.0416666,0.05892556,
1058,28.45057,3.6375558,2.2222223,1.037037,0.05237828,
1059,27.933128,3.9367795,2.25,1.0416666,0.05892556,
1060,27.088322,4.3236895,2.2857144,1.047619,0.067343496,
1061,26.987627,4.251382,2.2857144,1.047619,0.067343496,
1062,27.327063,4.193258,2.2857144,1.047619,0.067343496,
1063,26.173357,4.7002764,2.3333333,1.0555555,0.078567415,
1064,27.38989,4.0043826,2.2857144,1.047619,0.067343496,
1065,30.354464,7.7933917,2.5714285,1.0555555,0.08108993,
1066,30.796148,6.4888086,2.5,1.0625,0.09500995,
1067,30.078127,7.018154,2.5714285,1.0714285,0.1085828,
1068,29.572155,6.624572,2.5714285,1.0714285,0.1085828,
1069,29.156033,6.257031,2.5714285,1.0714285,0.1085828,
1070,27.815954,6.10504,2.4285715,1.0714285,0.10101525,
1071,29.519276,4.7311234,2.5,1.0729166,0.09017556,
1072,29.322687,4.4016066,2.5,1.0885416,0.10580056,
1073,28.399271,4.6774316,2.5714285,1.1011904,0.12091493,
1074,29.668701,5.7371874,2.5714285,1.0892857,0.10407906,
1075,29.073643,5.288875,2.5714285,1.1011904,0.12091493,
1076,27.064375,6.2726326,2.6666667,1.1863426,0.1571604,
1077,26.185904,6.2919574,2.6666667,1.2060184,0.16594976,
1078,25.33769,6.376469,2.6666667,1.2060184,0.16594976,
1079,24.528345,6.4958034,2.6666667,1.2060184,0.16594976,
1080,27.033194,7.331573,2.8333333,1.142361,0.1559103,
1081,29.092749,7.5964627,3,1.1875,0.1875,
1082,29.810364,7.416199,3,1.1875,0.1875,
1083,29.580084,7.328507,3,1.1875,0.1875,
1084,30.388512,7.2642765,3,1.2453704,0.20086098,
1085,28.88529,7.787825,2.8333333,1.2407407,0.18916607,
1086,29.824165,7.88549,2.8333333,1.2407407,0.18916607,
1087,30.868294,7.982413,2.8333333,1.2407407,0.18916607,
1088,28.449259,5.5797787,2.8,1.2555555,0.17985882,
1089,30.294096,4.652203,2.6666667,1.212963,0.14988235,
1090,31.076063,4.539657,2.6666667,1.212963,0.14988235,
1091,31.996853,3.8193538,2.5714285,1.1071428,0.10714286,
1092,32.397675,4.324926,2.5,1.0989583,0.12053196,
1093,32.499466,4.271907,2.5,1.0885416,0.10580057,
1094,28.539062,2.6166687,2.4285715,1.0773809,0.087243184,
1095,27.971104,2.8945553,2.4285715,1.1448413,0.10665418,
1096,25.528698,3.5665646,2.2857144,1.1666666,0.033671748,
1097,26.302042,3.6572402,2.4285715,1.1269841,0.09359107,
1098,23.016954,1.673041,2.2857144,1.1289682,0.07489915,
1099,22.320623,1.699159,2.2857144,1.1289682,0.07489915,
1100,21.738325,1.7874107,2.2857144,1.1121032,0.06736542,
1101,24.253592,4.2927246,2.4285715,1.1527778,0.108570896,
1102,23.89779,4.205021,2.4285715,1.2162697,0.05152888,
1103,25.56727,3.5924115,2.375,1.2118056,0.03293499,
1104,25.27073,3.520727,2.375,1.2118056,0.03293499,
1105,25.358873,3.3727617,2.375,1.2118056,0.03293499,
1106,25.016094,3.1484797,2.375,1.2118056,0.03293499,
1107,26.093166,2.4639134,2.3333333,1.2345679,0.036880814,
1108,28.647692,3.9537284,2.625,1.3472222,0.05275036,
1109,27.827255,4.294199,2.7142856,1.4238096,0.07087084,
1110,27.713419,4.181718,2.7142856,1.4238096,0.07087084,
1111,29.066242,5.0992928,2.857143,1.4140211,0.0941758,
1112,29.41989,5.0980034,2.857143,1.4140211,0.0941758,
1113,27.275682,4.905395,2.8333333,1.4342593,0.10583079,
1114,25.692,3.7459824,2.6666667,1.4143518,0.097019434,
1115,26.389566,3.9146464,2.6666667,1.3101851,0.17977218,
1116,26.659752,4.216755,2.6666667,1.3009259,0.1747647,
1117,27.658987,4.6343474,2.6666667,1.3009259,0.1747647,
1118,29.56465,4.310856,2.5714285,1.2579365,0.1497983,
1119,29.634819,5.368791,2.6666667,1.3009259,0.1747647,
1120,29.529572,6.8352003,2.8,1.361111,0.20971763,
1121,31.05996,6.011026,2.6666667,1.2233796,0.16177224,
1122,34.795353,9.483666,2.8333333,1.2268518,0.1695242,
1123,34.796146,10.05211,2.8333333,1.2407407,0.18916605,
1124,58.654285,30.216894,3.1666667,1.1347221,0.24843492,
1125,52.69514,24.929752,3.142857,1.1154761,0.21294422,
1126,46.828022,19.289799,2.75,1.0749999,0.16891398,
1127,52.09643,25.637186,3.142857,1.130357,0.23943876,
1128,75.56989,19.013987,3.5,1.1587301,0.21360408,
1129,75.14479,18.80554,3.5,1.2559524,0.20834106,
1130,36.62365,10.868055,2.875,1.2552084,0.16472612,
1131,36.698406,12.172263,3,1.2916666,0.18825842,
1132,36.03478,10.326165,2.875,1.2552083,0.16472612,
1133,37.28223,11.105907,3,1.28125,0.18213835,
1134,35.488686,8.701538,3,1.2760416,0.15809181,
1135,36.737007,10.267378,3.125,1.296875,0.1875546,
1136,39.157597,11.766289,3.375,1.3656249,0.20424688,
1137,38.4609,11.695478,3.375,1.3968749,0.2201038,
1138,38.044853,11.601825,3.375,1.3968749,0.2201038,
1139,33.993393,8.960441,3,1.3293209,0.19870684,
1140,33.374428,8.622562,3,1.3157407,0.17535585,
1141,32.924072,8.269313,3,1.3157407,0.17535585,
1142,36.8582,10.434399,3.375,1.4184027,0.224757,
1143,30.516693,6.632476,2.8888888,1.3990741,0.13607214,
1144,29.997223,7.082398,3,1.428125,0.12361837,
1145,29.711533,7.0343237,3,1.4385417,0.13834977,
1146,29.7897,7.090206,3,1.4385417,0.13834977,
1147,28.353195,7.247009,2.875,1.4375,0.14563015,
1148,28.593302,7.159132,2.875,1.3862847,0.13813016,
1149,28.975492,6.996755,2.875,1.4045138,0.10927277,
1150,31.41034,7.1892643,2.8888888,1.3688272,0.11022592,
1151,31.430109,8.061762,3,1.5086806,0.12400416,
1152,32.256924,9.415567,3,1.5503472,0.11071104,
1153,32.388447,10.522476,3.142857,1.5773809,0.18825842,
1154,30.4731,9.04865,3,1.5297619,0.120914936,
1155,30.405659,8.93462,3,1.6011904,0.085200645,
1156,30.682995,9.107801,3,1.5833333,0.10305779,
1157,31.258104,9.040261,3,1.5515873,0.071311735,
1158,29.059175,7.1677775,2.857143,1.4384921,0.09121142,
1159,29.48706,6.984886,2.857143,1.4384921,0.09121142,
1160,29.934021,6.8684626,2.857143,1.4384921,0.09121142,
1161,24.926802,2.760469,2.375,1.3159722,0.003472209,
1162,25.146141,2.8226008,2.375,1.1510416,0.11348654,
1163,25.313082,2.7522862,2.375,1.1336806,0.09499954,
1164,26.599958,2.3898091,2.3333333,1.1188272,0.08444403,
1165,26.70411,2.3379183,2.3333333,1.1188272,0.08444403,
1166,27.14298,4.337484,2.3333333,1.1095679,0.07134947,
1167,27.49231,4.0904574,2.3333333,1.1188272,0.08444403,
1168,27.927116,3.8499477,2.3333333,1.162037,0.044251934,
1169,27.052883,4.132945,2.375,1.2118056,0.03293499,
1170,30.000153,4.9291954,2.7142856,1.2867063,0.084034204,
1171,30.493668,4.244055,2.625,1.2586806,0.07980999,
1172,30.199205,4.3035655,2.625,1.2586806,0.07980999,
1173,32.336895,6.6029587,2.75,1.279514,0.10927278,
1174,68.51965,19.197319,3.6666667,1.2163066,0.20513909,
1175,65.91149,19.549702,3.5,1.1867284,0.19151926,
1176,52.331932,29.996092,3,1.1488094,0.19071046,
1177,67.78908,32.499607,3.7142856,1.2648809,0.23781824,
1178,66.70186,32.250034,3.7142856,1.2648809,0.19414924,
1179,61.55005,28.003107,3.5,1.2317708,0.16988058,
1180,48.716454,17.122303,3.125,1.3046875,0.09998658,
1181,47.17517,17.006073,3.125,1.3255208,0.08525519,
1182,25.168634,5.373127,2.5,1.2541666,0.061070226,
1183,25.073963,4.9120226,2.4545455,1.2310605,0.05551839,
1184,23.970186,4.904188,2.4545455,1.2310605,0.05551839,
1185,23.039312,4.93259,2.4545455,1.2310605,0.05551839,
1186,22.747534,4.877956,2.4545455,1.2310605,0.05551839,
1187,25.503752,5.000536,2.8,1.2592592,0.06753539,
1188,24.893396,5.112508,2.7,1.2685186,0.07555419,
1189,25.255428,5.282119,2.7,1.2685186,0.07555419,
1190,25.553934,5.4965334,2.7,1.2685186,0.07555419,
1191,25.406742,4.4360757,2.6,1.2666667,0.06540322,
1192,26.104996,4.685384,2.6,1.2666667,0.06540322,
1193,27.194359,4.4263453,2.5454545,1.2424242,0.059457477,
1194,27.33258,4.4465976,2.5454545,1.2808081,0.06420498,
1195,27.894032,4.264115,2.5454545,1.2848485,0.0665271,
1196,28.933264,4.914971,2.6363637,1.2784091,0.08026166,
1197,27.888231,4.8592887,2.4166667,1.1863426,0.08297488,
1198,28.38959,4.6706085,2.4166667,1.1863426,0.08297488,
1199,28.744226,4.827492,2.4545455,1.2032828,0.09051805,
1200,31.320948,4.4806676,2.7,1.1444445,0.15413755,
1201,29.981192,2.780506,2.6,1.1537037,0.10457772,
1202,26.594347,1.7630525,2.5,1.1597222,0.07327403,
1203,27.609089,1.7168776,2.5,1.1976273,0.016724939,
1204,27.467634,1.9277643,2.5714285,1.2389947,0.017521938,
1205,28.140532,1.9265394,2.5714285,1.2680953,0.017625477,
1206,30.876211,5.2332373,2.7142856,1.28,0.034461353,
1207,31.109255,4.5193663,2.625,1.2554166,0.044885073,
1208,29.128422,1.8282644,2.5,1.2345834,0.015422292,
1209,28.741673,1.9358993,2.5,1.2597685,0.031911884,
1210,28.428066,2.0480902,2.5,1.289294,0.03478606,
1211,28.101654,2.2047727,2.5,1.3083912,0.02921651,
1212,30.616201,4.549327,2.5,1.2186342,0.107149646,
1213,29.928629,4.7015104,2.5,1.2127316,0.11271975,
1214,29.500967,4.8121104,2.5,1.2127316,0.11271975,
1215,27.553135,2.253673,2.4,1.2225695,0.10150357,
1216,26.544321,2.5485609,2.4444444,1.2507716,0.113131605,
1217,26.403593,2.628176,2.4444444,1.2507716,0.113131605,
1218,24.740692,1.392389,2.3333333,1.2935185,0.002268038,
1219,24.637783,1.3545556,2.3333333,1.2935185,0.002268038,
1220,25.714819,1.1662652,2.3,1.2641666,0.002041234,
1221,25.705456,1.1318821,2.3,1.236111,0.017391639,
1222,24.647089,1.2093272,2.3333333,1.2475308,0.001234574,
1223,25.526583,1.0482867,2.3,1.2227777,0.001111116,
1224,25.681055,1.0249397,2.3,1.2227777,0.001111116,
1225,26.095379,1.0438278,2.3,1.1266667,0.06527719,
1226,25.667166,1.1951584,2.3333333,1.1074075,0.05512176,
1227,26.264978,1.2326815,2.3333333,1.0722222,0.059835162,
1228,26.833855,1.2834805,2.3333333,1.0555556,0.046481114,
1229,28.166388,1.2096028,2.3,1.05,0.041833002,
1230,28.878962,1.2585981,2.3,1.05,0.041833002,
1231,29.959778,1.1915951,2.2727273,1.0454545,0.038030002,
1232,30.359083,1.2288815,2.2727273,1.0454545,0.038030002,
1233,30.0553,1.7485563,2.1818182,1.0340909,0.03409091,
1234,31.594751,4.4362583,2.2727273,1.0492424,0.05551839,
1235,29.939505,1.8550009,2.2,1.0375,0.0375,
1236,31.503513,3.9802723,2.3,1.0541666,0.061070226,
1237,30.42061,4.3405476,2.3333333,1.0601851,0.067855805,
1238,29.59481,4.3291025,2.3333333,1.0601851,0.067855805,
1239,29.121904,4.218785,2.3333333,1.0601851,0.067855805,
1240,28.735252,4.072354,2.3333333,1.0601851,0.067855805,
1241,28.332796,3.906251,2.3333333,1.0601851,0.067855805,
1242,23.58996,2.0873115,2.1111112,1.0185184,0.02618914,
1243,23.401827,1.9472156,2.1111112,1.0185184,0.02618914,
1244,26.204166,3.7775955,2.2222223,1.0277778,0.039283708,
1245,27.163443,3.2933807,2.2,1.0333333,0.04714045,
1246,27.207739,3.1901646,2.2,1.0333333,0.04714045,
1247,26.384691,3.4755423,2.2222223,1.037037,0.05237828,
1248,24.285913,2.0603857,2.1111112,1.0185184,0.02618914,
1249,24.245369,1.9360231,2.1111112,1.0185184,0.02618914,
1250,24.246851,1.7374245,2.1111112,1.0185184,0.02618914,
1251,25.016209,4.6448956,2.25,1.03125,0.044194173,
1252,24.854605,4.5204725,2.25,1.0416666,0.05892556,
1253,22.95586,1.4149274,2.125,1.09375,0.02551552,
1254,24.634935,2.6974356,2.25,1.1354167,0.08444108,
1255,22.518322,3.1277595,2.2857144,1.1666666,0.033671748,
1256,23.76982,2.7842107,2.25,1.1458333,0.02946278,
1257,21.77545,3.1948726,2.2857144,1.1666666,0.033671748,
1258,21.493473,3.2009146,2.2857144,1.1666666,0.033671748,
1259,22.953878,2.7948213,2.25,1.1458333,0.02946278,
1260,22.79036,2.7938366,2.25,1.1458333,0.02946278,
1261,25.18468,5.3726935,2.375,1.15625,0.044194173,
1262,25.311836,5.560617,2.375,1.1666666,0.05892556,
1263,32.24619,10.150407,2.857143,1.1904762,0.120339714,
1264,31.915854,10.024088,2.857143,1.2023809,0.13038649,
1265,25.128273,5.10244,2.3333333,1.1481481,0.05237828,
1266,25.531384,4.3865976,2.3,1.05,0.070710674,
1267,23.262762,3.3415325,2.2,1.0333333,0.04714045,
1268,22.74473,3.1003737,2.2,1.0333333,0.04714045,
1269,19.993608,1.1641264,2.1,1.0833334,0.011785113,
1270,19.388489,1.043375,2.1,1.1,0,
1271,18.875254,0.9234775,2.1,1.1,0,
1272,18.845173,0.80570793,2.1,1.1,0,
1273,18.788979,0.7165696,2.1,1.1,0,
1274,17.60618,0.8711138,2.1111112,1.1111112,0,
1275,18.02653,0.8367707,2.1111112,1.1111112,0,
1276,20.195957,1.9782639,2.2222223,1.1296296,0.02618914,
1277,20.486065,1.8960046,2.2222223,1.1296296,0.02618914,
1278,20.877785,1.8228643,2.2222223,1.1296296,0.02618914,
1279,21.785553,1.8136686,2.2222223,1.1296296,0.02618914,
1280,23.807465,1.6332977,2.2,1.1166667,0.023570225,
1281,24.354635,1.6630638,2.2,1.1166667,0.023570225,
1282,25.100649,1.7148443,2.2,1.1166667,0.023570225,
1283,26.59961,1.6304405,2.1818182,1.1060606,0.021427477,
1284,27.581268,1.5181633,2.1666667,1.0972222,0.019641854,
1285,25.456367,2.095,2.2222223,1.212963,0.013094571,
1286,25.515484,2.1543028,2.2222223,1.2222222,0,
1287,35.920044,9.812662,2.625,1.25625,0.074999996,
1288,33.728424,7.899619,2.4444444,1.0296297,0.09776747,
1289,33.732277,8.978058,2.5555556,1.0416667,0.09865431,
1290,29.099348,4.83126,2.4444444,1.1006173,0.09368512,
1291,28.804295,4.815856,2.4444444,1.1111112,0.102092475,
1292,28.74646,4.802676,2.4444444,1.1111112,0.102092475,
1293,28.467918,4.7672105,2.4444444,1.1111112,0.102092475,
1294,27.52313,5.2740726,2.5,1.125,0.11485404,
1295,27.527164,5.177211,2.5,1.125,0.11485404,
1296,27.750925,4.999408,2.5,1.1298611,0.08517437,
1297,28.184778,4.8070345,2.5,1.1416667,0.091474764,
1298,28.683313,4.607202,2.5,1.1416667,0.091474764,
1299,29.300861,4.4372005,2.5,1.1416667,0.091474764,
1300,27.222754,2.6993968,2.2222223,1.1388888,0.039283708,
1301,27.96596,2.6748042,2.2222223,1.1296296,0.02618914,
1302,25.922054,1.0487194,2.125,1.125,0,
1303,27.31535,1.4622967,2.25,1.1458333,0.02946278,
1304,28.366535,1.5262969,2.2222223,1.1296296,0.02618914,
1305,27.492208,1.9042203,2.25,1.1458333,0.02946278,
1306,27.138487,1.989463,2.25,1.1458333,0.02946278,
1307,26.731548,1.9775935,2.25,1.1458333,0.02946278,
1308,26.46473,1.9634262,2.25,1.1458333,0.02946278,
1309,28.167633,4.0022354,2.375,1.1640625,0.04059494,
1310,27.815748,3.7088783,2.375,1.171875,0.046875,
1311,27.745464,3.4402456,2.375,1.171875,0.046875,
1312,25.135572,1.5504621,2.25,1.0902778,0.052429404,
1313,25.818739,2.6313868,2.375,1.0472223,0.0580017,
1314,25.559679,2.7543044,2.375,1.0472223,0.0580017,
1315,24.271755,3.2528548,2.4285715,1.0539683,0.06628766,
1316,41.43727,25.833002,3,1.0596064,0.11447076,
1317,50.328865,28.4469,2.857143,1.0863096,0.15034808,
1318,53.390873,32.62893,3,1.1041666,0.17533386,
1319,28.639433,9.210487,2.5714285,1.0892857,0.10407906,
1320,27.66765,8.378035,2.5714285,1.1011904,0.12091493,
1321,26.763853,7.5333247,2.5714285,1.1011904,0.12091493,
1322,26.850845,5.8615785,2.5,1.1822916,0.09106918,
1323,28.051008,6.733213,2.625,1.1649306,0.13275471,
1324,27.404173,6.1617775,2.625,1.1805556,0.14187454,
1325,23.868359,4.5147223,2.4444444,1.1280864,0.097538605,
1326,23.290903,4.282788,2.4444444,1.1373457,0.11063317,
1327,23.083786,4.0326633,2.4444444,1.1373457,0.11063317,
1328,20.65226,2.826261,2.3333333,1.1188272,0.08444403,
